entrez	symbol	chromosome	tstart	tend
11158	RABL2B	chr22	50769041	50782294
11159	RABL2A	chr2	113628607	113642126
11163	NUDT4	chr12	93378323	93399376
11200	CHEK2	chr22	28687900	28734727
11231	SEC63	chr6	107871707	107958009
11269	DDX19B	chr16	70294846	70333579
11275	KLHL2	chr4	165210143	165317971
11343	MGLL	chr3	127692201	127821839
22797	TFEC	chr7	115940554	116110905
22824	HSPA4L	chr4	127782461	127832871
22859	ADGRL1	chr19	14150876	14183602
22902	RUFY3	chr4	70704937	70806656
22914	KLRK1	chr12	10373117	10387017
22917	ZP1	chr11	60867562	60875653
22955	SCMH1	chr1	41028197	41161433
22994	CEP131	chr17	81189772	81220056
23015	GOLGA8A	chr15	34381414	34389691
23028	KDM1A	chr1	23019597	23083361
23114	NFASC	chr1	204828676	205016536
23117	NPIPB3	chr16	21402287	21425098
23118	TAB2	chr6	149369998	149409716
23131	GPATCH8	chr17	44397571	44503370
23191	CYFIP1	chr15	22870031	22980891
23254	KAZN	chr1	13893636	15114632
23281	MTUS2	chr13	29024669	29503203
23293	SMG6	chr17	2061495	2303720
23318	ZCCHC11	chr1	52423828	52526280
23345	SYNE1	chr6	152122439	152628331
23353	SUN1	chr7	832504	873328
23363	OBSL1	chr2	219549451	219571232
23410	SIRT3	chr11	218778	236328
23420	NOMO1	chr16	14750813	14952022
23521	RPL13A	chr19	49489847	49491812
23543	RBFOX2	chr22	35744198	36028425
23560	GTPBP4	chr10	988480	1017224
23637	RABGAP1	chr9	122957060	123103210
23648	SSBP3	chr1	54228249	54406008
25766	PRPF40B	chr12	49624948	49644189
25788	RAD54B	chr8	94372173	94467539
25832	NBPF14	chr1	148533008	149079226
25854	FAM149A	chr4	186105077	186172043
25970	SH2B1	chr16	28866095	28873817
25999	CLIP3	chr19	36016161	36032357
26034	IPCEF1	chr6	154159831	154356730
26088	GGA1	chr22	37608861	37632708
26095	PTPN20	chr10	46911266	47000738
26140	TTLL3	chr3	9793122	9835486
26149	ZNF658	chr9	66917804	66920743
26230	TIAM2	chr6	155129224	155257118
26231	LRRC29	chr16	67207608	67210195
26239	LCE2B	chr1	152686844	152687173
26248	OR2K2	chr9	111327486	111328433
26292	MYCBP	chr1	38866880	38873090
26470	SEZ6L2	chr16	29872187	29899019
26472	PPP1R14B	chr11	64244757	64246673
26609	VCX	chrX	7843204	7844013
26683	OR4F3	chr5	181367287	181368222
26996	GPR160	chr3	170037776	170084986
27005	USP21	chr1	161159701	161165444
27032	ATP2C1	chr3	130850821	131016244
27040	LAT	chr16	28984862	28990009
27101	CACYBP	chr1	175004614	175010076
27109	ATP5S	chr14	50321476	50325720
27197	GPR82	chrX	41727027	41728034
27236	ARFIP1	chr4	152829634	152910216
27246	RNF115	chr1	145746869	145823873
27248	ERLEC1	chr2	53787211	53817966
27293	SMPDL3B	chr1	27935184	27958835
27332	ZNF638	chr2	71276639	71434804
28227	PPP2R3B	chrY	334370	386691
28966	SNX24	chr5	122845634	123029279
29057	FAM156A	chrX	52947950	52948588
29087	THYN1	chr11	134248441	134253387
29796	UQCR10	chr22	29767399	29767584
29904	EEF2K	chr16	22225730	22283993
29909	GPR171	chr3	151198430	151199386
30011	SH3KBP1	chrX	19536420	19836283
30014	SPANXA1	chrX	141583741	141584678
49861	CLDN20	chr6	155275720	155276376
50488	MINK1	chr17	4833584	4897284
50840	TAS2R14	chr12	10938257	10939207
50855	PARD6A	chr16	67661039	67662644
51065	RPS27L	chr15	63155610	63156521
51077	FCF1	chr14	74713485	74734927
51082	POLR1D	chr13	27622873	27665950
51088	KLHL5	chr4	39044951	39133971
51102	MECR	chr1	29194025	29230906
51179	HAO2	chr1	119381074	119394075
51194	IPO11	chr5	62437274	62627315
51207	DUSP13	chr10	75094679	75109157
51224	ELOA2	chr18	47033006	47035264
51257	MARCH2	chr19	8421841	8438593
51281	ANKMY1	chr2	240468854	240560950
51321	AMZ2	chr17	68206047	68256966
51351	ZNF117	chr7	64978122	64979537
51360	MBTPS2	chrX	21843170	21882652
51372	TMA7	chr3	48440402	48440630
51389	RWDD1	chr6	116571583	116593098
51397	COMMD10	chr5	116087495	116446296
51427	ZNF107	chr7	64706323	64708653
51447	IP6K2	chr3	48688276	48715435
51451	LCMT1	chr16	25111884	25175036
51455	REV1	chr2	99401244	99479986
51463	GPR89B	chr1	147928537	147992914
51481	VCX3A	chrX	6533748	6534497
51569	UFM1	chr13	38350000	38360775
51622	CCZ1	chr7	5898800	5925684
51741	WWOX	chr16	78099779	79212131
51773	RSF1	chr11	77666920	77872215
53826	FXYD6	chr11	117822404	117842776
53829	P2RY13	chr3	151327545	151329528
53836	GPR87	chr3	151294172	151295209
53916	RAB4B	chr19	40780018	40786960
54059	YBEY	chr21	46286073	46313099
54065	SMIM11A	chr21	7754949	7755113
54084	TSPEAR	chr21	44499786	44711514
54145	H2BFS	chr21	43565239	43565616
54458	PRR13	chr12	53443390	53443779
54463	RETREG1	chr5	16474744	16616971
54470	ARMCX6	chrX	101615721	101617334
54476	RNF216	chr7	5622863	5761069
54544	CRCT1	chr1	152515384	152515680
54658	UGT1A1	chr2	233760288	233772556
54659	UGT1A3	chr2	233617708	233772556
54700	RRN3	chr16	15061747	15094233
54754	NUTM2F	chr9	94318468	94325935
54788	DNAJB12	chr10	72335813	72354999
54812	AFTPH	chr2	64551475	64592032
54829	ASPN	chr9	92457291	92474897
54859	ELP6	chr3	47496072	47513590
54946	SLC41A3	chr3	126006410	126068219
54947	LPCAT2	chr16	55509182	55583095
54953	ODR4	chr1	186379786	186419073
55025	FLJ20712	chr7	33727630	33728262
55061	SUSD4	chr1	223223250	223363462
55075	UACA	chr15	70657059	70763407
55114	ARHGAP17	chr16	24920133	25015261
55118	CRTAC1	chr10	97865551	98011337
55152	DALRD3	chr3	49015591	49018564
55179	FAIM	chr3	138610958	138633076
55208	DCUN1D2	chr13	113458032	113490811
55246	CCDC25	chr8	27736191	27765276
55344	PLCXD1	chrY	284188	299332
55486	PARL	chr3	183826579	183884846
55521	TRIM36	chr5	115126506	115180037
55578	SUPT20H	chr13	37009675	37047936
55626	AMBRA1	chr11	46397453	46548380
55653	BCAS4	chr20	50794994	50876605
55654	TMEM127	chr2	96253112	96265381
55665	URGCP	chr7	43866702	43887484
55672	NBPF1	chr1	16563946	16592021
55695	NSUN5	chr7	73303401	73308790
55698	RADIL	chr7	4799381	4878139
55718	POLR3E	chr16	22305156	22333697
55740	ENAH	chr1	225497778	225653752
55741	EDEM2	chr20	35115436	35147258
55762	ZNF701	chr19	52575892	52583454
55763	EXOC1	chr4	55858324	55904492
55769	ZNF83	chr19	52613017	52614564
55786	ZNF415	chr19	53108380	53115855
55871	CBWD1	chr9	121470	178969
55889	GOLGA6B	chr15	72654738	72666339
55894	DEFB103B	chr8	7428987	7430130
55900	ZNF302	chr19	34679828	34685234
55914	ERBIN	chr5	65992719	66078527
55929	DMAP1	chr1	44213754	44220615
55975	KLHL7	chr7	23106027	23174295
56001	NXF2	chrX	102316962	102326511
56111	PCDHGA4	chr5	141330685	141511170
56134	PCDHAC2	chr5	140786291	141009934
56245	C21orf62	chr21	32793765	32813803
56267	KYAT3	chr1	88936186	88988350
56606	SLC2A9	chr4	9771143	10025966
56624	ASAH2	chr10	50187318	50248610
56658	TRIM39	chr6	30329318	30346807
56683	CFAP298	chr21	32601866	32612243
56853	CELF4	chr18	37247220	37565641
56894	AGPAT3	chr21	43916824	43982389
56917	MEIS3	chr19	47406480	47417747
56924	PAK6	chr15	40264786	40276091
56956	LHX9	chr1	197916679	197931972
56981	PRDM11	chr11	45181767	45228156
56995	TULP4	chr6	158314017	158506691
56997	COQ8A	chr1	226961386	226986734
57054	DAZ3	chrY	24768937	24806581
57055	DAZ2	chrY	23226344	23285498
57185	NIPAL3	chr1	24413724	24469182
57211	ADGRG6	chr6	142309545	142443512
57222	ERGIC1	chr5	172888682	172950813
57413	TMIGD3	chr1	111483690	111563952
57469	PNMA8B	chr19	46481387	46600969
57480	PLEKHG1	chr6	150683763	150840893
57488	ESYT2	chr7	158734210	158829562
57489	ODF2L	chr1	86348753	86387027
57509	MTUS1	chr8	17645889	17755807
57521	RPTOR	chr17	80545630	80964327
57615	ZNF492	chr19	22663799	22665262
57649	PHF12	chr17	28906186	28950960
57688	ZSWIM6	chr5	61332273	61544314
57705	WDFY4	chr10	48685200	48982572
57730	ANKRD36B	chr2	97507564	97589685
57786	RBAK	chr7	5057289	5072462
57822	GRHL3	chr1	24331421	24364368
58487	CREBZF	chr11	85663814	85664875
58493	INIP	chr9	112687507	112694237
58530	LY6G6D	chr6	31715356	31717801
59286	UBL5	chr19	9828338	9830005
59338	PLEKHA1	chr10	122393201	122429935
60436	TGIF2	chr20	36578775	36612220
63947	DMRTC1	chrX	72872455	72875694
64064	OXCT2	chr1	39760422	39788485
64093	SMOC1	chr14	69879679	70023449
64109	CRLF2	chrY	1190900	1212634
64115	VSIR	chr10	71751669	71773439
64326	COP1	chr1	175947192	176206978
64374	SIL1	chr5	138947120	139127852
64423	INF2	chr14	104699512	104715336
64663	SPANXC	chrX	141241520	141242457
64718	UNKL	chr16	1366243	1414691
64788	LMF1	chr16	854518	970980
64799	IQCH	chr15	67254897	67500743
64805	P2RY12	chr3	151337820	151338845
64855	FAM129B	chr9	127506848	127568874
65110	UPF3A	chr13	114281640	114304914
66004	LYNX1	chr8	142775170	142775957
78987	CRELD1	chr3	9934439	9944576
79005	SCNM1	chr1	151166153	151169082
79008	SLX1B	chr16	29454743	29458015
79019	CENPM	chr22	41927808	41947076
79027	ZNF655	chr7	99560560	99573581
79037	PVRIG	chr7	100219911	100221248
79081	LBHD1	chr11	62663053	62670031
79086	SMIM7	chr19	16652865	16659999
79092	CARD14	chr17	80181439	80208342
79109	MAPKAP1	chr9	125438890	125672574
79153	GDPD3	chr16	30104875	30113478
79415	CYBC1	chr17	82444007	82449353
79447	PAGR1	chr16	29816526	29819751
79541	OR2A4	chr6	131700472	131701401
79640	C22orf46	chr22	41690628	41697251
79712	GTDC1	chr2	143947055	144208805
79758	DHRS12	chr13	51756544	51804109
79768	KATNBL1	chr15	34145395	34163676
79774	GRTP1	chr13	113324432	113363936
79805	VASH2	chr1	212950160	212988581
79811	SLTM	chr15	58880002	58933970
79820	CATSPERB	chr14	91580892	91729479
79822	ARHGAP28	chr18	6729768	6912151
79836	LONRF3	chrX	118974781	119017687
79868	ALG13	chrX	111681219	111759996
79874	RABEP2	chr16	28904946	28924616
79937	CNTNAP3	chr9	39073893	39288064
79969	ATAT1	chr6	30626886	30646716
79971	WLS	chr1	68126229	68232299
79993	ELOVL7	chr5	60754627	60844047
79999	LOC79999	chr17	19155893	19162546
80036	TRPM3	chr9	70535956	71446835
80122	MAP3K19	chr2	134964853	135023529
80179	MYO19	chr17	36496254	36528211
80333	KCNIP4	chr4	20730085	21303906
80760	ITIH5	chr10	7563086	7666892
81341	OR10W1	chr11	58266944	58267858
81399	OR4F16	chr1	685719	686654
81552	VOPP1	chr7	55435969	55572324
81557	MAGED4B	chrX	52062233	52068172
81565	NDEL1	chr17	8444260	8471558
81631	MAP1LC3B	chr16	87398814	87403094
81669	CCNL2	chr1	1387234	1399306
81853	TMEM14B	chr6	10749202	10756515
81856	ZNF611	chr19	52704940	52714141
81871	KRTAP4-6	chr17	41139873	41140487
81872	KRTAP2-1	chr17	41046884	41047267
81929	SEH1L	chr18	12948122	12987054
81931	ZNF93	chr19	19933178	19934815
83605	CCM2	chr7	45027705	45076054
83719	YPEL3	chr16	30092713	30095482
83723	FAM57B	chr16	30025186	30036406
83740	H2AFB3	chrX	155459583	155459927
83744	ZNF484	chr9	92846231	92848555
83755	KRTAP4-12	chr17	41123520	41124122
83899	KRTAP9-2	chr17	41226655	41227176
83940	TATDN1	chr8	124488597	124523003
83989	FAM172A	chr5	93620990	94074751
84072	HORMAD1	chr1	150698657	150717282
84154	RPF2	chr6	110985007	111025579
84163	GTF2IRD2	chr7	74803297	74836378
84210	ANKRD20A1	chr9	67859427	67901464
84218	TBC1D3F	chr17	36428930	36437981
84265	POLR3GL	chr1	145974866	145978444
84456	L3MBTL3	chr6	130042700	130139750
84460	ZMAT1	chrX	101883513	101932008
84501	SPIRE2	chr16	89828551	89870269
84616	KRTAP4-4	chr17	41160194	41160691
84632	AFAP1L2	chr10	114281628	114405128
84648	LCE3D	chr1	152579661	152579936
84671	ZNF347	chr19	53140311	53142557
84678	KDM2B	chr12	121408644	121580911
84722	PSRC1	chr1	109280393	109282576
84844	PHF5A	chr22	41460401	41468653
84901	NFATC2IP	chr16	28951012	28963860
84933	C8orf76	chr8	123220106	123241346
84936	ZFYVE19	chr15	40807289	40814223
84968	PNMA6A	chrX	153073444	153074259
85235	HIST1H2AH	chr6	27147129	27147512
85285	KRTAP4-1	chr17	41184417	41184725
85289	KRTAP4-5	chr17	41149225	41149767
85290	KRTAP4-3	chr17	41167588	41168172
85291	KRTAP4-2	chr17	41177757	41178164
85319	BAGE2	chr21	10454135	10462883
85376	RIMBP3	chr22	18606518	18611434
85395	FAM207A	chr21	44940058	44976800
86614	HSFY1	chrY	18546788	18588631
89832	CHRFAM7A	chr15	30362296	30380405
89853	MVB12B	chr9	126340508	126503260
89866	SEC16B	chr1	177929861	177967981
90835	CCDC189	chr16	30757479	30761748
91304	TMEM259	chr19	1010353	1020996
91319	DERL3	chr22	23834830	23838987
91408	BTF3L4	chr1	52059848	52086755
91750	LIN52	chr14	74084867	74198974
92105	INTS4	chr11	77878952	77994643
92270	ATP6AP1L	chr5	82303479	82343083
92521	SPECC1	chr17	20096652	20314062
93099	DMKN	chr19	35498719	35513475
93109	TMEM44	chr3	194588532	194633708
93273	LEMD1	chr1	205381661	205420536
93659	CGB5	chr19	49044574	49045291
94025	MUC16	chr19	8848935	9010356
94115	CGB8	chr19	49047658	49048375
94233	OPN4	chr10	86654784	86663988
96597	TBC1D27P	chr17	16923999	16927732
96626	LIMS3	chr2	109898729	109903412
112476	PRRT2	chr16	29813055	29814635
112714	TUBA3E	chr2	130191834	130196371
112817	HOGA1	chr10	97584704	97611656
112840	WDR89	chr14	63598782	63599975
112970	KTI12	chr1	52020936	52055096
113457	TUBA3D	chr2	131478164	131482845
113540	CMTM1	chr16	66552716	66578998
113835	ZNF257	chr19	22072809	22089439
114659	LRRC37B	chr17	32021147	32053325
114769	CARD16	chr11	105041403	105045401
114815	SORCS1	chr10	106574105	107164526
114882	OSBPL8	chr12	76355892	76487617
114928	GPRASP2	chrX	102714870	102750636
114932	MRFAP1L1	chr4	6709249	6709629
116113	FOXP4	chr6	41565761	41598933
116443	GRIN3A	chr9	101573177	101737979
116987	AGAP1	chr2	235494687	236124119
117145	THEM4	chr1	151876999	151909458
117177	RAB3IP	chr12	69738351	69815443
119392	SFR1	chr10	104122766	104125701
119559	SFXN4	chr10	119141245	119165647
120114	FAT3	chr11	92352113	92891110
120227	CYP2R1	chr11	14878125	14892205
121130	OR10P1	chr12	55636892	55637830
121504	HIST4H4	chr12	14770776	14771084
121549	ASCL4	chr12	107775216	107775734
122183	PRR20A	chr13	57141305	57142988
123099	DEGS2	chr14	100146764	100159587
123803	NTAN1	chr16	15038034	15055971
124093	CCDC78	chr16	722681	726367
124446	TMEM219	chr16	29963144	29971542
124565	SLC38A10	chr17	81245559	81294921
124801	LSM12	chr17	44036211	44066587
125150	ZSWIM7	chr17	15978050	15999594
125893	ZNF816	chr19	52928906	52956089
125919	ZNF543	chr19	57327700	57329262
125997	MBD3L2	chr19	7049374	7051619
126961	HIST2H3C	chr1	149840750	149841157
127544	RNF19B	chr1	32936809	32964685
128077	LIX1L	chr1	145936313	145957927
128710	SLX4IP	chr20	10556231	10623376
128853	DUSP15	chr20	31846590	31867154
128864	C20orf144	chr20	33662346	33663864
128954	GAB4	chr22	16962736	17008114
130106	CIB4	chr2	26582827	26641314
130355	C2orf76	chr2	119302475	119339959
130872	AHSA2P	chr2	61177539	61187952
131920	TMEM207	chr3	190429598	190449809
133923	ZNF474	chr5	122151991	122182639
134218	DNAJC21	chr5	34929559	34954711
134728	IRAK1BP1	chr6	78867577	78935529
135892	TRIM50	chr7	73312924	73324787
136242	PRSS37	chr7	141836398	141839480
137797	LYPD2	chr8	142750286	142752451
138255	C9orf135	chr9	69820880	69906133
138428	PTRH1	chr9	127714103	127715678
138715	ARID3C	chr9	34621461	34630476
139231	FAM199X	chrX	104166786	104189775
139420	PPP4R3C	chrX	27460801	27463296
139562	OTUD6A	chrX	70062525	70063388
140290	TCP10L	chr21	32576777	32584304
140462	ASB9	chrX	15244509	15270461
140596	DEFB104A	chr8	7836485	7841191
142827	ACSM6	chr10	95194486	95228781
143162	FRMPD2	chr10	48157325	48251710
144203	OVOS2	chr12	31114753	31201234
144347	RFLNA	chr12	124311854	124314522
144455	E2F7	chr12	77024018	77064635
145567	TTC7B	chr14	90541371	90816295
145741	C2CD4A	chr15	62067614	62068720
145781	GCOM1	chr15	57592035	57714676
146227	BEAN1	chr16	66437597	66493438
146378	C16orf92	chr16	30023341	30027677
146712	B3GNTL1	chr17	82946906	83051796
146722	CD300LF	chr17	74695099	74712866
146850	PIK3R6	chr17	8803112	8839698
147657	ZNF480	chr19	52321551	52322855
147658	ZNF534	chr19	52433955	52451494
147660	ZNF578	chr19	52510568	52512151
147664	ERVV-1	chr19	53014091	53015521
147808	ZNF784	chr19	55621754	55624561
148198	ZNF98	chr19	22391519	22403512
148203	ZNF738	chr19	21361766	21383671
148418	SAMD13	chr1	84303202	84349771
148534	TMEM56	chr1	95143902	95230995
148738	HJV	chr1	146018080	146020231
148741	ANKRD35	chr1	145867333	145885758
150082	LCA5L	chr21	39405885	39428493
150297	C22orf42	chr22	32150319	32159224
150472	CBWD2	chr2	113437869	113495740
151011	SEPT10	chr2	109544125	109593119
151230	KLHL23	chr2	169735015	169749729
151647	FAM19A4	chr3	68733017	68880853
151987	PPP4R2	chr3	72998076	73065719
152503	SH3D19	chr4	151122094	151179398
152519	NIPAL1	chr4	48016840	48036169
153339	TMEM167A	chr5	83057087	83065117
153364	MBLAC2	chr5	90461170	90474292
153743	PPP1R2B	chr5	156850563	156851177
158056	MAMDC4	chr9	136852417	136860600
158724	FAM47A	chrX	34129906	34132278
158833	AWAT1	chrX	70234696	70240287
159119	HSFY2	chrY	18731772	18773618
159163	RBMY1F	chrY	22168823	22180969
161247	FITM1	chr14	24131564	24132820
161582	DNAAF4	chr15	55430673	55498329
162699	ELOA3	chr18	47028205	47029842
162962	ZNF836	chr19	52114821	53141969
162963	ZNF610	chr19	52353682	52366764
162966	ZNF600	chr19	52765590	52767803
162967	ZNF320	chr19	52864032	52888256
163223	ZNF676	chr19	22179953	22181587
163227	ZNF100	chr19	21726686	21727990
163590	TOR1AIP2	chr1	179846074	179865176
163933	FAM43B	chr1	20552974	20553960
164153	UBL4B	chr1	110112535	110113056
164395	TTLL9	chr20	31871127	31943455
166348	KBTBD12	chr3	127923062	127984275
170371	TMEM273	chr10	49154849	49188336
170487	ACTL10	chr20	33667498	33668232
170954	PPP1R18	chr6	30679180	30686018
171425	CLYBL	chr13	99772825	99891410
171483	FAM9B	chrX	9025518	9033121
195977	ANTXRL	chr10	46287263	46330081
196740	VSTM4	chr10	49019653	49115485
197320	ZNF778	chr16	89223157	89234093
199745	THAP8	chr19	36035443	36054217
199777	ZNF626	chr19	20624293	20646405
199920	FYB2	chr1	56720174	56792803
199953	TMEM201	chr1	9588931	9613196
200010	SLC5A9	chr1	48222737	48247540
200030	NBPF11	chr1	148104535	148135798
200035	NUDT17	chr1	145845641	145848476
200159	C1orf100	chr1	244364686	244389066
200162	SPAG17	chr1	117963802	118185157
200315	APOBEC3A	chr22	38959540	38962213
200316	APOBEC3F	chr22	39042932	39052692
200765	TIGD1	chr19	58582041	58582172
200810	ALG1L	chr3	125929355	125933695
201158	TVP23C	chr17	15502867	15555367
201501	ZBTB7C	chr18	48029263	48041125
201627	DENND6A	chr3	57628217	57693018
201965	RWDD4	chr4	183646488	183655961
203547	VMA21	chrX	151396840	151405055
203611	CDY2B	chrY	17878270	17879892
207063	DHRSX	chrX	2221044	2500925
219417	OR8U1	chr11	56375624	56376550
220074	LRTOMT	chr11	72089084	72108922
220869	CBWD5	chr9	65675977	65681829
220988	HNRNPA3	chr2	177215539	177219296
221091	LRRN4CL	chr11	62687795	62688508
221960	CCZ1B	chr7	6799227	6826197
222235	FBXL13	chr7	102813345	103074770
245908	DEFB105A	chr8	7822011	7823838
245909	DEFB106A	chr8	7825177	7828950
245910	DEFB107A	chr8	7811811	7815628
245937	DEFB124	chr20	31465509	31473040
245940	DEFB130A	chr8	12310965	12318316
245973	ATP6V1C2	chr2	10722850	10783260
246100	CTAG1A	chrX	154585207	154586661
253175	CDY1B	chrY	24045607	24047688
253512	SLC25A30	chr13	45396193	45411425
253725	WASHC2C	chr10	45727417	45792397
253738	EBF3	chr10	129839083	129963768
253982	ASPHD1	chr16	29900972	29905894
254228	CALHM5	chr6	116511697	116515986
254272	TBC1D28	chr17	18635537	18641923
254827	NAALADL2	chr3	174859408	175803200
254910	LCE5A	chr1	152511535	152511888
255189	PLA2G4F	chr15	42141987	42156549
255220	TXNDC8	chr9	110303524	110334320
255349	TMEM211	chr22	24935336	24938458
255374	MBLAC1	chr7	100127396	100128193
255743	NPNT	chr4	105895653	105968987
255919	CNEP1R1	chr16	50025650	50035455
257415	FAM133B	chr7	92566014	92581603
259215	LY6G6F	chr6	31706907	31710419
259289	TAS2R43	chr12	11091303	11092229
266553	OFCC1	chr6	9896887	9939351
266740	MAGEA2B	chrX	152717107	152718048
267004	PGBD3	chr10	49458818	49532964
282890	ZNF311	chr6	28995004	28999640
283129	MAJIN	chr11	64938528	64959405
283212	KLHL35	chr11	75422583	75430632
283219	KCTD21	chr11	78173775	78188750
283297	OR10A4	chr11	6876648	6877592
283316	CD163L1	chr12	7357407	7441247
283337	ZNF740	chr12	53184891	53188665
283377	SPRYD4	chr12	56468592	56469574
283420	CLEC9A	chr12	10052688	10065629
283652	SLC24A5	chr15	48121045	48142348
283694	OR4N4	chr15	22094522	22095469
283768	GOLGA8G	chr15	28522576	28532909
283820	NOMO2	chr16	18499973	18562040
283897	C16orf54	chr16	29744280	29744951
283899	INO80E	chr16	29996311	30005439
284434	NWD1	chr19	16731198	16815326
284443	ZNF493	chr19	21405129	21424981
284498	C1orf167	chr1	11764329	11789456
284565	NBPF15	chr1	144423016	144440003
284615	ANKRD34A	chr1	145960272	145961759
284723	SLC25A34	chr1	15736486	15739403
285423	IQCM	chr4	149351954	149735456
285440	CYP4V2	chr4	186191824	186210638
285500	LOC285500	chr4	177593471	177675887
285590	SH3PXD2B	chr5	172325279	172454352
285659	OR2V2	chr5	181154943	181155887
285676	ZNF454	chr5	178946356	178965970
285905	INTS4P1	chr7	65202582	65212830
286122	C8orf31	chr8	143043002	143045607
286151	FBXO43	chr8	100133805	100145135
286207	CFAP157	chr9	127706747	127715380
286343	LURAP1L	chr9	12775716	12821757
286410	ATP11C	chrX	139728903	139826823
286527	TMSB15B	chrX	103964523	103964621
286749	STON1-GTF2A1L	chr2	48580634	48679439
317754	POTED	chr21	13610229	13641563
333932	HIST2H3A	chr1	149852655	149853062
338667	VSIG10L2	chr11	125950040	125955911
339105	PRSS53	chr16	31083507	31088809
339184	CCDC144NL	chr17	20847456	20896020
339287	MSL1	chr17	40122613	40134366
339318	ZNF181	chr19	34739145	34742094
339344	MYPOP	chr19	45890626	45902202
339487	ZBTB8OS	chr1	32621865	32650565
339761	CYP27C1	chr2	127187274	127220066
339896	GADL1	chr3	30728245	30894614
339977	LRRC66	chr4	51994382	52018033
340152	ZC3H12D	chr6	149450686	149474543
340156	MYLK4	chr6	2671304	2770113
340204	CLPSL1	chr6	35781111	35793532
340529	PABPC1L2A	chrX	73078787	73079386
340562	SATL1	chrX	85094084	85108968
340602	CXorf67	chrX	51407017	51408525
340706	VWA2	chr10	114248702	114290367
341019	DCDC1	chr11	30878587	31328280
341640	FREM2	chr13	38687345	38880784
342096	GOLGA6A	chr15	74070913	74082509
343068	PRAMEF5	chr1	13259269	13263108
343413	FCRL6	chr1	159802413	159815658
343521	TCTEX1D4	chr1	44806006	44807436
343637	RSPO4	chr20	960360	1002164
344561	GPR148	chr2	130729152	130730192
344752	AADACL2	chr3	151734036	151757591
345778	MTX3	chr5	79983687	79991238
346288	SEPT14	chr7	55795916	55861996
346528	OR2A1	chr7	144318125	144319054
347088	ADGRD2	chr9	124451111	124477097
347517	RAB41	chrX	70282218	70284640
347730	LRRTM1	chr2	80302254	80303819
348235	SKA2	chr17	59112280	59155083
353091	RAET1G	chr6	149918002	149923010
353132	LCE1B	chr1	152812447	152812800
353133	LCE1C	chr1	152805125	152805478
353134	LCE1D	chr1	152797795	152798136
353135	LCE1E	chr1	152787300	152787653
353137	LCE1F	chr1	152776372	152776725
353139	LCE2A	chr1	152698902	152699219
353140	LCE2C	chr1	152676016	152676345
353141	LCE2D	chr1	152664106	152664435
353142	LCE3A	chr1	152622837	152623103
353143	LCE3B	chr1	152613811	152614095
353144	LCE3C	chr1	152600732	152601013
353145	LCE3E	chr1	152565933	152566208
353238	PADI6	chr1	17372246	17401435
353323	KRTAP12-2	chr21	44666449	44666886
353332	KRTAP12-1	chr21	44681836	44682123
353333	KRTAP10-10	chr21	44637418	44638170
353513	VCY1B	chrY	14056290	14056856
353515	XKRY2	chrY	18136112	18136462
359787	DPPA3	chr12	7711571	7717074
373509	USP50	chr15	50500772	50546525
373856	USP41	chr22	20353363	20390572
374378	GALNT18	chr11	11271147	11621593
376267	RAB15	chr14	64948357	64972076
377841	ENTPD8	chr9	137434917	137441534
378108	TRIM74	chr7	72954871	73003064
378948	RBMY1B	chrY	21513351	21525505
378949	RBMY1D	chrY	21869741	21892513
378950	RBMY1E	chrY	21903899	21916054
378951	RBMY1J	chrY	22405448	22417600
386672	KRTAP10-4	chr21	44573759	44574961
386674	KRTAP10-6	chr21	44591390	44592484
386675	KRTAP10-7	chr21	44600622	44601731
386676	KRTAP10-9	chr21	44627172	44628047
386678	KRTAP10-11	chr21	44646459	44647352
386680	KRTAP10-5	chr21	44579766	44580578
386681	KRTAP10-8	chr21	44612101	44612877
386683	KRTAP12-3	chr21	44657980	44658267
386684	KRTAP12-4	chr21	44654279	44654614
386685	KRTAP10-12	chr21	44697202	44697936
387264	KRTAP5-1	chr11	1584416	1585249
387266	KRTAP5-3	chr11	1607672	1608385
387509	GPR153	chr1	6249341	6254905
387522	TMEM189-UBE2V1	chr20	50082771	50153637
387638	C10orf113	chr10	20785750	21173833
387640	SKIDA1	chr10	21515099	21517822
387700	SLC16A12	chr10	89433067	89462578
387778	SPDYC	chr11	65171328	65173214
388115	CCDC9B	chr15	40335161	40340951
388228	SBK1	chr16	28259408	28320918
388284	C16orf86	chr16	67666971	67668597
388289	C16orf47	chr16	73127358	73127600
388323	GLTPD2	chr17	4789012	4790293
388335	TMEM220	chr17	10715456	10729851
388394	RPRML	chr17	46978648	46979007
388407	C17orf82	chr17	61411976	61412728
388436	LOC388436	chr17	19215708	19222361
388523	ZNF728	chr19	22975471	22977111
388531	RGS9BP	chr19	32676264	32676968
388551	CEACAM16	chr19	44703345	44708339
388552	BLOC1S3	chr19	45179297	45179902
388558	ZNF808	chr19	52553076	52555625
388561	ZNF761	chr19	53449509	53492083
388569	ZNF324B	chr19	58453702	58456576
388581	C1QTNF12	chr1	1242493	1246690
388585	HES5	chr1	2529472	2530164
388646	GBP7	chr1	89132152	89171935
388677	NOTCH2NL	chr1	146156156	146189337
388730	TMEM81	chr1	205083556	205084320
388759	C1orf229	chr1	247111514	247112224
388799	FAM209B	chr20	56533138	56536435
388818	KRTAP26-1	chr21	30319406	30320035
