GENE	CGC	GENE_LEN	GENE_NUM_MUTS	MUTS_IN_CLUST	NUM_CLUSTERS	CLUST_COORDS	GENE_SCORE	ZSCORE	PVALUE	QVALUE
ME2		585.0	29	2	1	[114,114]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
MECP2		499.0	29	2	1	[315,315]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
MMS19		1070.0	29	2	1	[908,908]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
MTG2		407.0	29	2	1	[203,203]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
NCK1		378.0	29	2	1	[41,41]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
NR1D1		615.0	29	2	1	[500,500]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
NRBP1		544.0	29	2	1	[352,352]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
OR5AU1		363.0	29	2	1	[281,281]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
PDCD6IP		874.0	29	2	1	[108,108]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
PHF21A		681.0	29	2	1	[627,627]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
PPP1R13B		1091.0	58	4	2	[356,356]:2,[701,701]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
PRPF19		505.0	29	2	1	[303,303]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
RIC3		370.0	29	2	1	[42,42]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
SEMA6A		1048.0	58	4	2	[65,65]:2,[648,648]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
SKP2		425.0	29	2	1	[59,59]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
SLC25A23		469.0	29	2	1	[139,139]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
SLC28A1		650.0	58	4	2	[203,203]:2,[422,422]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
SNAI2		269.0	29	2	1	[134,134]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
STXBP3		593.0	29	2	1	[427,427]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
TNIP1		637.0	29	2	1	[302,302]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
TRMT2A		644.0	29	2	1	[167,167]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
UNC45A		945.0	29	2	1	[118,118]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
VN1R1		354.0	29	2	1	[25,25]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
VRK3		475.0	29	2	1	[60,60]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
ZNF256		628.0	29	2	1	[610,610]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
ZNF277		451.0	29	2	1	[243,243]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
ZNF35		528.0	29	2	1	[261,261]:2	0.06896551724137931	-0.2534175534920421	0.6000272177261968	0.6363575316476091
IPO11		1016.0	40	4	1	[396,400]:4	0.06875047951149628	-0.2550988209156816	0.6006766125900362	0.6369972385994037
SLC4A1AP		797.0	39	4	1	[414,421]:4	0.06863576313352913	-0.2559957282134799	0.60102293208349	0.6373154706746853
RIF1		2473.0	128	11	4	[459,463]:3,[1384,1387]:3,[1471,1476]:3,[2094,2094]:2	0.0685965494130297	-0.25630231976311757	0.601141296922015	0.637391952778246
AHCTF1		2276.0	146	14	4	[706,716]:5,[1742,1742]:2,[2094,2100]:5,[2250,2250]:2	0.06855428953024106	-0.2566327276608293	0.6012688460505257	0.6374565273131451
CKAP5		2033.0	94	8	3	[1306,1306]:2,[1453,1453]:2,[1492,1499]:4	0.06853146642534425	-0.25681116956862937	0.6013377264381654	0.6374565273131451
IVNS1ABP		643.0	38	4	1	[344,348]:4	0.06851508296958171	-0.256939263231426	0.6013871699461336	0.6374565273131451
OR1J4		314.0	38	4	1	[118,122]:4	0.06851508296958171	-0.256939263231426	0.6013871699461336	0.6374565273131451
FAM120A		1119.0	61	5	2	[731,731]:2,[830,835]:3	0.06847188806596224	-0.2572769815674695	0.6015175197182084	0.6375456719449103
TATDN2		762.0	37	4	1	[727,735]:4	0.06838780363761866	-0.25793439368899024	0.6017712297999052	0.6377655418460593
MYCBP2		4679.0	260	24	7	[190,199]:4,[1933,1936]:3,[2287,2287]:2,[2477,2477]:2,[3616,3621]:3,[3644,3644]:2,[3947,3957]:8	0.06834284213169095	-0.25828592416355	0.6019068756493381	0.6378532209983984
MCOLN2		567.0	43	6	1	[175,188]:6	0.06832970618746864	-0.25838862723389827	0.6019465035885502	0.6378532209983984
OR4D9		315.0	42	6	1	[248,259]:6	0.06830363348290398	-0.25859247606012326	0.6020251554623495	0.6378875302112595
ITGAE		1180.0	81	7	2	[134,134]:3,[189,194]:4	0.06827591030360358	-0.25880922908417553	0.602108781670599	0.6379271043985248
RABEP2		570.0	47	4	1	[84,87]:4	0.06823666282174612	-0.25911608459619534	0.6022271625983427	0.6380034918858096
BFAR		451.0	33	3	1	[20,24]:3	0.06818210879623975	-0.2595426139590292	0.6023916965290483	0.6380306981677243
CAPN10		673.0	33	3	1	[402,406]:3	0.06818210879623975	-0.2595426139590292	0.6023916965290483	0.6380306981677243
WASF1		560.0	33	3	1	[248,252]:3	0.06818210879623975	-0.2595426139590292	0.6023916965290483	0.6380306981677243
LARP4B	NA	774.0	63	6	2	[83,83]:2,[329,338]:4	0.0681620250587367	-0.2596996381874154	0.602452264124144	0.6380458252113802
CCDC38		564.0	32	3	1	[118,123]:3	0.06802453662574051	-0.26077458826082567	0.6028668289014325	0.6382400460867194
GGT1		570.0	32	3	1	[252,257]:3	0.06802453662574051	-0.26077458826082567	0.6028668289014325	0.6382400460867194
MAS1L		3032.0	32	3	1	[104,109]:3	0.06802453662574051	-0.26077458826082567	0.6028668289014325	0.6382400460867194
SLC2A1		493.0	32	3	1	[232,237]:3	0.06802453662574051	-0.26077458826082567	0.6028668289014325	0.6382400460867194
TGFBR3		852.0	64	5	2	[131,131]:2,[263,266]:3	0.06802443066512803	-0.26077541671137733	0.6028671483565595	0.6382400460867194
POLA1		1469.0	72	6	2	[199,199]:2,[921,927]:4	0.06783192686752533	-0.26228050311650425	0.6034474038598976	0.6388052881438095
IQCE		703.0	40	3	1	[493,494]:3	0.06767783906095319	-0.26348523500104715	0.6039116988142681	0.6391986154909924
SLC44A4		4977.0	40	3	1	[422,423]:3	0.06767783906095319	-0.26348523500104715	0.6039116988142681	0.6391986154909924
EFHB		834.0	67	6	2	[119,124]:3,[732,735]:3	0.06761714529241628	-0.26395976780007985	0.6040945399048657	0.639303943405633
CCP110		1013.0	37	3	1	[810,812]:3	0.06756782676172811	-0.26434536357005417	0.604243096019731	0.639303943405633
RIN1		784.0	37	3	1	[266,268]:3	0.06756782676172811	-0.26434536357005417	0.604243096019731	0.639303943405633
SAMD14		446.0	37	3	1	[43,45]:3	0.06756782676172811	-0.26434536357005417	0.604243096019731	0.639303943405633
SPRED2		419.0	37	3	1	[37,39]:3	0.06756782676172811	-0.26434536357005417	0.604243096019731	0.639303943405633
ATP2A2		1043.0	62	5	2	[147,152]:3,[350,350]:2	0.06736750277457575	-0.2659115919428892	0.6048463513345523	0.6398930892668308
ZDHHC17		633.0	39	4	1	[601,607]:4	0.06730812263999622	-0.26637585412578235	0.6050251203685449	0.6399627334985946
ARID3B		562.0	35	3	1	[129,132]:3	0.0672446732162341	-0.26687193195025516	0.605216115917848	0.6399627334985946
BBS1		594.0	35	3	1	[337,340]:3	0.0672446732162341	-0.26687193195025516	0.605216115917848	0.6399627334985946
GLUL		374.0	35	3	1	[89,92]:3	0.0672446732162341	-0.26687193195025516	0.605216115917848	0.6399627334985946
CUL9		2518.0	130	11	4	[77,83]:4,[257,257]:2,[1900,1900]:2,[2235,2239]:3	0.06714292573553861	-0.26766744223035244	0.6055223435342838	0.6399627334985946
TMEM145		494.0	48	4	1	[213,216]:4	0.0668150656796264	-0.27023080835134733	0.6065086537855762	0.6399627334985946
AIRE		546.0	30	2	1	[518,518]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
ASNSD1		644.0	45	3	1	[551,551]:3	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
ASTE1		705.0	30	2	1	[254,254]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
BTBD10		484.0	30	2	1	[244,244]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
C17orf80		610.0	30	2	1	[177,177]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
CCDC18		1455.0	60	4	2	[627,627]:2,[786,786]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
CCDC186		899.0	30	2	1	[97,97]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
CCDC6	Dom	475.0	30	2	1	[409,409]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
CDR2		455.0	30	2	1	[445,445]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
CEACAM3		253.0	30	2	1	[186,186]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
CYP3A5		503.0	30	2	1	[501,501]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
CYP4V2		526.0	30	2	1	[482,482]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
DCAF12		454.0	30	2	1	[147,147]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
ELFN1		829.0	30	2	1	[167,167]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
GGA2		614.0	30	2	1	[105,105]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
IQCC		547.0	30	2	1	[476,476]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
KCNK15		331.0	30	2	1	[212,212]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
KLF11		513.0	30	2	1	[136,136]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
LRRN4		741.0	30	2	1	[94,94]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
LZTS3		628.0	30	2	1	[388,388]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
MFAP1		440.0	30	2	1	[298,298]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
MTDH		583.0	30	2	1	[481,481]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
NELFB		629.0	30	2	1	[494,494]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
PARN		640.0	30	2	1	[74,74]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
PPP2R3B		1152.0	30	2	1	[318,318]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
RAB11FIP5		654.0	30	2	1	[227,227]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
SCRN1		435.0	30	2	1	[94,94]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
SLC23A1		603.0	30	2	1	[375,375]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
SLC7A11		502.0	30	2	1	[224,224]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
SREK1		625.0	30	2	1	[70,70]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
SSX2IP		615.0	30	2	1	[405,405]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
STK24		444.0	30	2	1	[315,315]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
TMEM135		459.0	30	2	1	[80,80]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
TMEM184A		414.0	30	2	1	[330,330]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
TTC30B		666.0	30	2	1	[475,475]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
UNC5CL		519.0	30	2	1	[51,51]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
USP3		521.0	30	2	1	[222,222]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
ZNF223		483.0	30	2	1	[23,23]:2	0.06666666666666667	-0.27139106253709033	0.6069548623692873	0.6399627334985946
TMTC4		819.0	53	5	1	[478,486]:5	0.06661035348286586	-0.27183134583759405	0.607124149034315	0.640092267261035
USP48		1036.0	64	5	2	[48,52]:3,[415,415]:2	0.06640639984806111	-0.27342595252506513	0.6077370973216655	0.6406894988206759
FSIP1		582.0	43	4	1	[429,432]:4	0.06636216634307288	-0.27377179114143524	0.6078699984599193	0.6407806017259301
TANGO6		1095.0	63	5	2	[328,333]:3,[784,784]:2	0.06629817733370946	-0.2742720877032162	0.6080622334425658	0.6409342321460292
ACIN1		1342.0	84	7	2	[282,284]:3,[596,599]:4	0.06619865137131263	-0.27505022909484633	0.6083611756631377	0.6410740085156458
ARHGAP18		664.0	34	3	1	[593,597]:3	0.06617675265517386	-0.27522144369092516	0.6084269433948789	0.6410740085156458
EFHC1		641.0	34	3	1	[357,361]:3	0.06617675265517386	-0.27522144369092516	0.6084269433948789	0.6410740085156458
STIP1		591.0	34	3	1	[554,558]:3	0.06617675265517386	-0.27522144369092516	0.6084269433948789	0.6410740085156458
HK2		918.0	68	5	2	[742,742]:2,[910,912]:3	0.06617661162035206	-0.2752225463683559	0.6084273669503224	0.6410740085156458
HAL		658.0	45	5	1	[175,183]:5	0.06605095590835533	-0.27620498259147475	0.6088046847560897	0.6414225450445351
NMT2		499.0	33	3	1	[143,148]:3	0.06596318703102111	-0.2768912014906033	0.609068175620401	0.6416511120311218
MYO18A		2059.0	109	11	2	[1131,1143]:7,[1608,1611]:4	0.06586637934739392	-0.27764809008373026	0.6093587438127965	0.6418746392671333
OR10A2		304.0	34	4	1	[283,291]:4	0.06586146962510663	-0.2776864766317339	0.6093734787151958	0.6418746392671333
LOXL4		757.0	38	3	1	[363,365]:3	0.0657897260574721	-0.2782474020246183	0.6095887753022476	0.6419187451677004
ZNF30		625.0	38	3	1	[309,311]:3	0.0657897260574721	-0.2782474020246183	0.6095887753022476	0.6419187451677004
ZNF608		1513.0	76	5	2	[91,91]:3,[1150,1150]:2	0.06578947368421052	-0.27824937519901666	0.6095895325945251	0.6419187451677004
SPEN	Rec	3665.0	206	16	6	[128,128]:3,[765,765]:2,[1529,1529]:2,[2097,2102]:3,[3003,3009]:4,[3345,3345]:2	0.06578544638386175	-0.2782808625518886	0.6096016171919018	0.6419187451677004
RPS6KA3		741.0	48	6	1	[507,516]:6	0.06573678161566132	-0.2786613468952587	0.6097476357044707	0.6420234615174251
NECTIN1		518.0	52	4	1	[419,421]:4	0.06565821393992799	-0.2792756264165007	0.6099833451338277	0.6422225931925315
ANKS1A		1135.0	61	4	2	[524,524]:2,[680,680]:2	0.06557377049180328	-0.2799358455257198	0.6102366372747707	0.6422930476317259
DIAPH1		1273.0	61	4	2	[255,255]:2,[861,861]:2	0.06557377049180328	-0.2799358455257198	0.6102366372747707	0.6422930476317259
GLDC		1021.0	61	4	2	[554,554]:2,[830,830]:2	0.06557377049180328	-0.2799358455257198	0.6102366372747707	0.6422930476317259
NOL6		1147.0	61	4	2	[477,477]:2,[1071,1071]:2	0.06557377049180328	-0.2799358455257198	0.6102366372747707	0.6422930476317259
GABRR1		480.0	35	4	1	[312,321]:4	0.06554878796286892	-0.2801311708394697	0.610311564590997	0.6423228674520456
KIFC1		2022.0	65	5	2	[319,323]:3,[604,604]:2	0.06538476292732172	-0.2814135967145793	0.6108034046676083	0.6425223533973522
KBTBD12		624.0	36	3	1	[612,615]:3	0.06537676562689428	-0.2814761234195116	0.6108273805783315	0.6425223533973522
OR7A5		320.0	36	3	1	[165,168]:3	0.06537676562689428	-0.2814761234195116	0.6108273805783315	0.6425223533973522
PROSER3		481.0	36	3	1	[250,253]:3	0.06537676562689428	-0.2814761234195116	0.6108273805783315	0.6425223533973522
SLC35A2		422.0	36	3	1	[267,270]:3	0.06537676562689428	-0.2814761234195116	0.6108273805783315	0.6425223533973522
TBC1D22A		518.0	36	3	1	[188,191]:3	0.06537676562689428	-0.2814761234195116	0.6108273805783315	0.6425223533973522
THRA		491.0	36	3	1	[353,356]:3	0.06537676562689428	-0.2814761234195116	0.6108273805783315	0.6425223533973522
MDN1		5597.0	291	25	8	[453,456]:3,[1273,1273]:2,[1551,1552]:3,[2597,2598]:3,[2844,2847]:3,[3811,3811]:2,[4621,4633]:5,[4769,4776]:4	0.06531179950013857	-0.2819840595505981	0.6110221334145725	0.6426781709995332
CEP162		1404.0	82	6	2	[755,758]:4,[1158,1158]:2	0.06528736051912432	-0.28217513514774356	0.6110953883894559	0.6426993009723336
ANKRD50		1430.0	112	9	3	[45,46]:3,[632,636]:4,[854,854]:2	0.06527398852930565	-0.2822796837350245	0.6111354687809466	0.6426993009723336
IL4R		826.0	69	5	2	[80,80]:2,[185,187]:3	0.06521753029252086	-0.28272110112886517	0.6113046802320133	0.6427001291499447
SLC9B1		516.0	38	5	1	[453,462]:5	0.06502612501905548	-0.2842175987489116	0.6118781852473953	0.6427001291499447
PLCB2		1186.0	67	5	2	[79,82]:3,[400,400]:2	0.06497856063534618	-0.2845894797620689	0.6120206639767575	0.6427001291499447
LRTM1		346.0	45	6	1	[49,59]:6	0.06490063554058816	-0.28519873527909817	0.6122540553771506	0.6427001291499447
LSG1		659.0	39	4	1	[23,28]:4	0.06488073678440745	-0.2853543132353748	0.6123136471217329	0.6427001291499447
ERCC3	Rec	783.0	39	4	1	[317,325]:4	0.06488073678440744	-0.2853543132353749	0.612313647121733	0.6427001291499447
KRT1		645.0	61	5	1	[29,33]:5	0.06487087135596786	-0.2854314458551469	0.6123431906051963	0.6427001291499447
TOP2B		1627.0	49	4	1	[57,62]:4	0.06483235044946319	-0.28573262065489297	0.6124585409231116	0.6427001291499447
ADNP2		1132.0	62	4	2	[324,324]:2,[1073,1073]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
C17orf53		648.0	31	2	1	[86,86]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
CDKL2		571.0	31	2	1	[402,402]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
CLINT1		644.0	31	2	1	[202,202]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
DGKQ		943.0	31	2	1	[908,908]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
DNAJC21		577.0	31	2	1	[437,437]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
ENG		659.0	31	2	1	[604,604]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
ETS2		610.0	31	2	1	[397,397]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
GALNT1		560.0	31	2	1	[425,425]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
GIT2		760.0	31	2	1	[517,517]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
GPAT3		435.0	31	2	1	[26,26]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
HEATR3		681.0	31	2	1	[397,397]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
HIF1A	Dom	851.0	31	2	1	[811,811]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
HOMEZ		551.0	31	2	1	[140,140]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
KLHL10		609.0	31	2	1	[311,311]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
LONRF1		774.0	31	2	1	[704,704]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
MFSD7		561.0	31	2	1	[123,123]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
MTMR10		778.0	31	2	1	[680,680]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
NDOR1		607.0	31	2	1	[430,430]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
NEIL3		606.0	31	2	1	[251,251]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
NLK		528.0	31	2	1	[103,103]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
NUP107		926.0	62	4	2	[519,519]:2,[648,648]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
NUTM2F		757.0	31	2	1	[5,5]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
P4HA1		535.0	31	2	1	[369,369]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
PGBD3		594.0	31	2	1	[118,118]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
POM121C		988.0	31	2	1	[69,69]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
RABGGTB		332.0	31	2	1	[222,222]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
REPS1		797.0	31	2	1	[419,419]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
RGMA		459.0	31	2	1	[71,71]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
SLC9A1		816.0	31	2	1	[632,632]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
STAT5A		795.0	31	2	1	[33,33]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
STK38		466.0	31	2	1	[121,121]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
STXBP4		554.0	31	2	1	[447,447]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
SUPV3L1		787.0	31	2	1	[128,128]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
THAP4		578.0	31	2	1	[225,225]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
TMEM214		690.0	31	2	1	[163,163]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
TRAF5		569.0	31	2	1	[129,129]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
TTLL10		674.0	31	2	1	[339,339]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
ZCCHC7		544.0	31	2	1	[443,443]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
ZNF432		653.0	31	2	1	[275,275]:2	0.06451612903225806	-0.2882049903534258	0.6134050854821432	0.6427001291499447
HEATR5B		2072.0	119	9	3	[1023,1025]:3,[1170,1175]:4,[1856,1856]:2	0.06451088035468601	-0.2882460270153357	0.613420790658384	0.6427001291499447
PIGQ		761.0	42	3	1	[389,390]:3	0.06445508481995542	-0.2886822630887825	0.6135877314532354	0.6428261801248556
ACSS1		690.0	35	3	1	[68,72]:3	0.06428598829359747	-0.29000434029528416	0.6140935414240196	0.6433072018033369
PLD2		934.0	39	3	1	[178,180]:3	0.0641028100047164	-0.29143651543023036	0.6146412546534126	0.6437392320768877
PLOD1		775.0	39	3	1	[216,218]:3	0.0641028100047164	-0.29143651543023036	0.6146412546534126	0.6437392320768877
GALNT2		572.0	45	4	1	[56,62]:4	0.06408663854359609	-0.29156295161791257	0.614689597253173	0.6437392320768877
DUSP16		666.0	34	3	1	[452,457]:3	0.06402309329481459	-0.2920597786480412	0.6148795407150076	0.6437392320768877
HSF5		597.0	34	3	1	[379,384]:3	0.06402309329481459	-0.2920597786480412	0.6148795407150076	0.6437392320768877
PODXL2		606.0	34	3	1	[319,324]:3	0.06402309329481459	-0.2920597786480412	0.6148795407150076	0.6437392320768877
SHC2		583.0	34	3	1	[489,494]:3	0.06402309329481459	-0.2920597786480412	0.6148795407150076	0.6437392320768877
YES1		544.0	34	3	1	[125,130]:3	0.06402309329481459	-0.2920597786480412	0.6148795407150076	0.6437392320768877
ACSL5		740.0	47	3	1	[470,470]:3	0.06382978723404255	-0.29357113752885206	0.6154571833389224	0.644206496520671
PSME4		1844.0	94	6	3	[547,547]:2,[820,820]:2,[916,916]:2	0.06382978723404255	-0.29357113752885206	0.6154571833389224	0.644206496520671
PLXNB3		1933.0	109	8	3	[524,524]:2,[683,683]:2,[871,876]:4	0.0638268179148077	-0.29359435308131654	0.6154660543472787	0.644206496520671
SPAG6		510.0	48	4	1	[349,353]:4	0.06376410677096503	-0.29408465868163697	0.6156533932893875	0.6443536577704203
HEATR5A		2047.0	75	7	2	[1206,1215]:4,[1740,1743]:3	0.06373811099823737	-0.2942879060181073	0.6157310433495594	0.6443860030802974
LYST		3802.0	198	14	6	[512,512]:2,[737,737]:2,[837,837]:2,[961,968]:4,[3018,3018]:2,[3593,3593]:2	0.06365440986284902	-0.29494232137269	0.6159810292871165	0.6444450505697066
FARSA		509.0	37	3	1	[155,158]:3	0.0636098260153566	-0.2952908991336731	0.61611416591672	0.6444450505697066
KLHL28		586.0	37	3	1	[121,124]:3	0.0636098260153566	-0.2952908991336731	0.61611416591672	0.6444450505697066
SGSM3		767.0	37	3	1	[13,16]:3	0.0636098260153566	-0.2952908991336731	0.61611416591672	0.6444450505697066
UBA7		1013.0	37	3	1	[879,882]:3	0.0636098260153566	-0.2952908991336731	0.61611416591672	0.6444450505697066
ZNF823		611.0	37	3	1	[418,421]:3	0.0636098260153566	-0.2952908991336731	0.61611416591672	0.6444450505697066
UBE3C		1084.0	74	5	2	[570,570]:2,[840,841]:3	0.06360964273565037	-0.2952923321017372	0.6161147131997217	0.6444450505697066
DNAJC13		2249.0	105	8	3	[968,968]:2,[1310,1315]:3,[2069,2071]:3	0.06358852154483463	-0.2954574676344007	0.6161777806533948	0.6444621173222342
IL2RB		552.0	39	4	1	[153,159]:4	0.06355309629087454	-0.2957344391476773	0.6162835528444905	0.6445188128595112
PTH1R		594.0	41	4	1	[72,79]:4	0.06350178421570989	-0.2961356213981623	0.6164367443032686	0.6445188128595112
DOCK5		1871.0	104	8	3	[80,84]:4,[302,302]:2,[931,931]:2	0.06349589570042409	-0.2961816606161591	0.6164543232169029	0.6445188128595112
DHX36		1009.0	63	4	2	[621,621]:2,[893,893]:2	0.06349206349206349	-0.29621162264691886	0.616465763333526	0.6445188128595112
TCERG1		1099.0	63	4	2	[17,17]:2,[901,901]:2	0.06349206349206349	-0.29621162264691886	0.616465763333526	0.6445188128595112
RAI14		984.0	67	5	2	[74,78]:3,[210,210]:2	0.06343297895934195	-0.2966735736736513	0.6166421328349851	0.644654315268487
ZNF609		1412.0	66	5	2	[255,260]:3,[1361,1361]:2	0.06328462381854086	-0.29783348484595584	0.6170848717726903	0.6450682458016634
