entrez	symbol	chromosome	tstart	tend
145282	MIPOL1	chr14	37736142	38016173
145814	PGPEP1L	chr15	99511710	99548889
145858	C15orf32	chr15	93015379	93043627
146183	OTOA	chr16	21689836	21773301
146198	ZFP90	chr16	68591898	68609776
146429	SLC22A31	chr16	89262410	89265657
146713	RBFOX3	chr17	77088682	77111797
146754	DNAH2	chr17	7623053	7736848
146802	SLC47A2	chr17	19582002	19619868
146894	CD300LG	chr17	41924585	41939276
146909	KIF18B	chr17	43003451	43013739
146923	RUNDC1	chr17	41132594	41143730
147011	PROCA1	chr17	27030579	27038678
147670	SMIM17	chr19	57156937	57159002
147687	ZNF417	chr19	58419921	58426211
147699	PPM1N	chr19	46001731	46005455
147710	IGSF23	chr19	45116956	45131009
147719	LYPD4	chr19	42341220	42348829
147949	ZNF583	chr19	56925316	56935734
148137	PROSER3	chr19	36250273	36259852
148229	ATP8B3	chr19	1783030	1811735
148254	ZNF555	chr19	2850585	2853947
148266	ZNF569	chr19	37903502	37905322
148281	SYT6	chr1	114634636	114682493
148362	BROX	chr1	222886616	222906053
148545	NBPF4	chr1	108766330	108786383
148789	B3GALNT2	chr1	235604525	235658139
149478	BTBD19	chr1	45274493	45279676
149483	CCDC17	chr1	46085950	46089581
149840	C20orf196	chr20	5753503	5844106
149951	COMMD7	chr20	31291187	31331197
150084	IGSF5	chr21	41099550	41173281
150280	HORMAD2	chr22	30489942	30603153
150483	TEKT4	chr2	95537325	95542511
151050	KANSL1L	chr2	210887676	211035130
151056	PLB1	chr2	28718982	28865924
151194	METTL21A	chr2	208477773	208489660
151246	SGO2	chr2	201397696	201440185
151258	SLC38A11	chr2	165754950	165811255
151313	FAHD2B	chr2	97748220	97757443
151393	RMDN2	chr2	38156421	38282017
151835	CPNE9	chr3	9745681	9771373
151888	BTLA	chr3	112184958	112218205
151903	CCDC12	chr3	46963550	47018261
152189	CMTM8	chr3	32280465	32411456
152273	FGD5	chr3	14860579	14974239
152485	ZNF827	chr4	146681934	146859559
152789	JAKMIP1	chr4	6027930	6114577
153396	TMEM161B	chr5	87492031	87536733
153571	C5orf38	chr5	2752379	2755487
153657	TTC23L	chr5	34840769	34888643
154197	PNLDC1	chr6	160221240	160241546
154214	RNF217	chr6	125283691	125404080
154215	NKAIN2	chr6	124443036	125139615
154810	AMOTL1	chr11	94462137	94603957
155006	TMEM213	chr7	138482697	138487811
155051	CRYGN	chr7	151127137	151135330
155061	ZNF746	chr7	149171478	149191594
157313	CDCA2	chr8	25317756	25365251
158046	NXNL2	chr9	91150350	91199046
158067	AK8	chr9	135601078	135753642
158234	TRMT10B	chr9	37761899	37777701
158297	SAXO1	chr9	18928053	18989890
158326	FREM1	chr9	14737397	14868975
158401	C9orf84	chr9	114449053	114553698
158471	PRUNE2	chr9	79234255	79469124
159013	CXorf38	chrX	40489870	40506925
159090	FAM122B	chrX	133905318	133930235
159091	FAM122C	chrX	133938228	133988263
159195	USP54	chr10	75258390	75335416
160287	LDHAL6A	chr11	18477711	18500414
160364	CLEC12A	chr12	10124175	10137622
160518	DENND5B	chr12	31540540	31743766
161357	MDGA2	chr14	47311137	48143999
161424	NOP9	chr14	24769161	24774298
161514	TBC1D21	chr15	74166051	74202096
162239	ZFP1	chr16	75182938	75204229
162333	MARCH10	chr17	60778973	60879096
162466	PHOSPHO1	chr17	47301611	47304053
162494	RHBDL3	chr17	30593209	30648418
162989	DEDD2	chr19	42703593	42721159
163059	ZNF433	chr19	12125663	12129152
163081	ZNF567	chr19	37203288	37211567
163486	DENND1B	chr1	197479593	197751175
163688	CALML6	chr1	1846720	1848629
163747	LEXM	chr1	55271790	55307543
164668	APOBEC3H	chr22	39496284	39498047
165530	CLEC4F	chr2	71036240	71047655
166378	SPATA5	chr4	123844298	124235216
166968	MIER3	chr5	56218958	56247383
167127	UGT3A2	chr5	36035803	36066891
168507	PKD1L1	chr7	47826935	47991957
168544	ZNF467	chr7	149461592	149470907
170622	COMMD6	chr13	76100728	76112055
170959	ZNF431	chr19	21365425	21366834
171017	ZNF384	chr12	6776883	6788686
171023	ASXL1	chr20	30946817	31025138
192683	SCAMP5	chr15	75304133	75311321
196415	C12orf77	chr12	25148743	25150607
196951	FAM227B	chr15	49620768	49907368
197021	LCTL	chr15	66840831	66858363
197135	PATL2	chr15	44957990	44968763
199221	DZIP1L	chr3	137781661	137822894
199223	TTC21A	chr3	39150576	39180276
199713	NLRP7	chr19	55435111	55453118
199786	FAM129C	chr19	17638078	17664490
199990	FAAP20	chr1	2116720	2137833
200373	CFAP221	chr2	120303708	120414043
200424	TET3	chr2	74213531	74329300
200576	PIKFYVE	chr2	209136244	209220026
201176	ARHGAP27	chr17	43472825	43507645
201181	ZNF385C	chr17	40178918	40215074
201191	SAMD14	chr17	48190260	48202323
201229	LYRM9	chr17	26207153	26209738
201254	CENPX	chr17	79977084	79977571
201292	TRIM65	chr17	73886863	73893018
201895	SMIM14	chr4	39558048	39606801
202151	RANBP3L	chr5	36248746	36301518
203062	TSNARE1	chr8	143310848	143484192
203074	PRSS55	chr8	10382901	10411539
203076	C8orf74	chr8	10530176	10557978
203328	SUSD3	chr9	95821025	95847026
204962	SLC44A5	chr1	75669415	75862307
206358	SLC36A1	chr5	150838348	150918857
219670	ENKUR	chr10	25271657	25350077
219790	RTKN2	chr10	63944084	64028369
219793	TBATA	chr10	72531031	72541794
220002	CYB561A3	chr11	61117032	61124200
220082	SPERT	chr13	46276526	46288504
220929	ZNF438	chr10	31133893	31165993
220963	SLC16A9	chr10	61412533	61444049
221264	AK9	chr6	109814575	109996960
221395	ADGRF5	chr6	46821732	46874499
221421	RSPH9	chr6	43612836	43638721
221458	KIF6	chr6	39311115	39693086
221692	PHACTR1	chr6	12718977	13286515
221806	VWDE	chr7	12373091	12443342
222008	VSTM2A	chr7	54610424	54636909
222255	ATXN7L1	chr7	105250976	105517004
222389	BEND7	chr10	13481175	13570533
222487	ADGRG3	chr16	57702260	57722596
222663	SCUBE3	chr6	35182196	35216479
246175	CNOT6L	chr4	78641588	78740496
253190	SERHL2	chr22	42950943	42970058
253461	ZBTB38	chr3	141132404	141164815
253559	CADM2	chr3	85561006	86115930
253639	ZNF620	chr3	40552961	40558351
253959	RALGAPA1	chr14	36008751	36278041
254042	METAP1D	chr2	172864877	172945131
254050	LRRC43	chr12	122667692	122687986
254102	EHBP1L1	chr11	65343774	65359770
254225	RNF169	chr11	74459926	74547772
254251	LCORL	chr4	17847347	18023374
254956	MORN5	chr9	124921955	124962207
255027	MPV17L	chr16	15489503	15501966
255101	CFAP65	chr2	219867662	219903770
255119	CFAP299	chr4	81256899	81884763
255928	SYT14	chr1	210126053	210334384
256006	ANKRD31	chr5	74364347	74532511
256309	CCDC110	chr4	186378923	186392204
256364	EML3	chr11	62369777	62379323
256380	SCML4	chr6	108026407	108093591
256435	ST6GALNAC3	chr1	76760299	77099873
256710	GLIPR1L1	chr12	75728254	75763953
256714	MAP7D2	chrX	20028924	20134997
256987	SERINC5	chr5	79439260	79498872
257044	CATSPERE	chr1	244615579	244803380
257101	ZNF683	chr1	26688145	26695077
257144	GCSAM	chr3	111842305	111849368
257218	SHPRH	chr6	146185115	146276458
266629	SEC14L3	chr22	30845077	30867945
266743	NPAS4	chr11	66178392	66192740
282969	FUOM	chr10	135168877	135171511
282974	STK32C	chr10	134021517	134145240
283152	CCDC153	chr11	119061012	119066721
283229	CRACR2B	chr11	828608	831706
283446	MYO1H	chr12	109826524	109883453
283638	CEP170B	chr14	105334788	105361292
283710	LOC283710	chr15	31515487	31521557
283848	CES4A	chr16	67022607	67043042
283927	NUDT7	chr16	77759326	77775844
283999	TMEM235	chr17	76228105	76236052
284001	CCDC57	chr17	80059561	80167007
284254	DYNAP	chr18	52258436	52265373
284293	HMSD	chr18	61620690	61635882
284358	MAMSTR	chr19	49216527	49222342
284359	IZUMO1	chr19	49244168	49249215
284371	ZNF841	chr19	52568363	52579429
284391	ZNF844	chr19	12184837	12187933
284415	VSTM1	chr19	54544218	54561845
284439	SLC25A42	chr19	19206742	19221682
284459	HKR1	chr19	37825938	37854674
284612	SYPL2	chr1	110009466	110022167
284613	CYB561D1	chr1	110036523	110038878
284759	SIRPB2	chr20	1456815	1472005
284904	SEC14L4	chr22	30886097	30901598
284958	NT5DC4	chr2	113478657	113498246
285025	CCDC141	chr2	179698903	179914668
285203	EOGT	chr3	69026772	69058997
285220	EPHA6	chr3	96533468	97467542
285313	IGSF10	chr3	151154480	151178263
285362	SUMF1	chr3	4110253	4508929
285489	DOK7	chr4	3465103	3502549
285588	EFCAB9	chr5	171615065	171630346
285598	ARL10	chr5	175792567	175798895
285600	KIAA0825	chr5	93489715	93872831
285605	DTWD2	chr5	118176615	118324614
285613	RELL2	chr5	141017793	141020030
285671	RNF180	chr5	63461424	63665638
285679	C5orf60	chr5	179069343	179072021
285753	CEP57L1	chr6	109416344	109484170
285848	PNPLA1	chr6	36238237	36279660
285966	TCAF2	chr7	143400088	143424757
286826	LIN9	chr1	226420205	226497576
317762	CCDC85C	chr14	99981586	100070296
339168	TMEM95	chr17	7258524	7260417
339327	ZNF546	chr19	40519565	40521685
339416	ANKRD45	chr1	173579287	173628572
339541	ARMH1	chr1	45155370	45191072
339766	MROH2A	chr2	234687052	234741902
339778	C2orf70	chr2	26785481	26802303
339834	CCDC36	chr3	49249214	49294712
339965	CCDC158	chr4	77234326	77324360
340205	TREML1	chr6	41117345	41122083
340390	WDR97	chr8	145162654	145171193
340419	RSPO2	chr8	108913306	109094866
340547	VSIG1	chrX	107288361	107320608
340654	LIPM	chr10	90562654	90580255
340895	MALRD1	chr10	19336613	20023163
341880	SLC35F4	chr14	58030856	58448694
342850	ANKRD62	chr18	12094017	12130424
342931	RFPL4A	chr19	56270380	56274538
342933	ZSCAN5B	chr19	56701199	56709259
342977	NANOS3	chr19	13988063	13991314
342979	PALM3	chr19	14164420	14172792
343035	RD3	chr1	211652381	211654793
343099	CCDC18	chr1	93646088	93736509
343450	KCNT2	chr1	196197357	196577439
344805	TMPRSS7	chr3	111760766	111799928
345930	ECT2L	chr6	139134412	139223761
346606	MOGAT3	chr7	100839207	100844135
347744	C6orf52	chr6	10671692	10695003
347862	GATD1	chr11	770313	777462
348174	CLEC18A	chr16	69985270	69999956
348378	SHISAL2A	chr1	53098518	53122709
348645	C22orf34	chr22	50016808	50020542
352954	CASTOR3	chr7	99785972	99869882
353116	RILPL1	chr12	123957088	124018029
353299	RGSL1	chr1	182423092	182523829
353345	GPR141	chr7	37749316	37780910
374462	PTPRQ	chr12	80818178	81072971
374470	C12orf42	chr12	103657103	103872225
374569	ASPG	chr14	104552108	104578338
374786	EFCAB5	chr17	28268815	28435039
374819	LRRC37A3	chr17	62850720	62962331
374860	ANKRD30B	chr18	14748419	14853906
374882	TMEM205	chr19	11453213	11456295
374887	YJEFN3	chr19	19639742	19648330
374973	TEX38	chr1	47138547	47139125
375033	PEAR1	chr1	156873510	156884587
375056	MIA3	chr1	222791204	222838958
375449	MAST4	chr5	65892484	66462876
375616	KCP	chr7	128512695	128550730
375743	PTAR1	chr9	72333261	72374854
375757	SWI5	chr9	131037687	131050992
375775	PNPLA7	chr9	140354848	140442114
387885	CFAP73	chr12	113587501	113595481
387890	TMEM233	chr12	120031654	120069455
388419	BTBD17	chr17	72352799	72358328
388553	BHMG1	chr19	46238632	46267373
388630	TRABD2B	chr1	48226864	48460269
388780	LOC388780	chr20	2187791	2217137
388849	CCDC188	chr22	20135953	20138509
389073	C2orf80	chr2	209030466	209054738
389158	PLSCR5	chr3	146307317	146318251
389434	IYD	chr6	150690168	150719370
389610	XKR5	chr8	6668722	6693015
390595	UBAP1L	chr15	65385404	65398553
390598	SKOR1	chr15	68112042	68126171
390877	LOC390877	chr19	6396259	6411917
392465	GLOD5	chrX	48620195	48631848
399979	SNX19	chr11	130748320	130785834
400757	C1orf141	chr1	67558691	67592923
400950	C2orf91	chr2	42180124	42182174
400954	EML6	chr2	54952199	55195902
401124	DTHD1	chr4	36283381	36345443
401145	CCSER1	chr4	91229436	92520205
401207	C5orf63	chr5	126387466	126407377
401258	RAB44	chr6	36672013	36699867
401285	TCP10L2	chr6	167585633	167610236
402160	CFAP99	chr4	2428203	2464650
402569	KPNA7	chr7	98771334	98805113
402635	GRIFIN	chr7	2514775	2516489
403341	ZBTB34	chr9	129641667	129643190
404220	C6orf201	chr6	4079821	4122282
405753	DUOXA2	chr15	45406804	45410104
414189	AGAP6	chr10	51741979	51769943
440348	NPIPB15	chr16	74411158	74425975
440585	FAM183A	chr1	43610920	43621981
440956	IQCF6	chr3	51812642	51813007
440957	SMIM4	chr3	52570514	52574498
441452	SPATA31C1	chr9	90532864	90538386
441631	TSPAN11	chr12	31106926	31157524
494513	PJVK	chr2	179317171	179325998
613227	HIGD1C	chr12	51346222	51364286
642273	FAM110C	chr2	42851	46385
642475	MROH6	chr8	144648623	144654884
642636	RAD21L1	chr20	1209098	1235098
642843	CPSF4L	chr17	71248768	71258023
643236	TMEM72	chr10	45406961	45430579
643394	SPINK9	chr5	147703314	147719272
643414	LIPK	chr10	90466025	90512510
643641	ZNF862	chr7	149538735	149561370
643669	CCER2	chr19	39399879	39402493
644168	DRGX	chr10	50574164	50599314
644994	SMIM23	chr5	171212876	171218089
646174	C16orf90	chr16	3543842	3545500
646424	SPINK8	chr3	48350742	48369831
646498	C3orf84	chr3	49215072	49227571
646892	SH2D7	chr15	78384927	78395854
647060	SPATA31A1	chr9	39355686	39361803
647589	ANHX	chr12	133795474	133810942
653149	NBPF6	chr1	108992891	109010287
653192	TRIM43B	chr2	96142915	96148468
653437	AQP12B	chr2	241615946	241622254
653486	SCGB1C2	chr11	193031	193914
653489	RGPD3	chr2	107029538	107087309
653720	GOLGA8M	chr15	28947103	28957469
653784	MZT2A	chr2	132229643	132250102
654790	PCP4L1	chr1	161253458	161254268
727905	SPATA31A5	chr9	41500666	41506769
728194	RSPH10B2	chr7	6797309	6838171
728294	D2HGDH	chr2	242674640	242707381
728361	OVOL3	chr19	36602105	36604560
728378	POTEF	chr2	130831820	130878088
728568	C12orf73	chr12	104345304	104350516
728597	DCDC2C	chr2	3751342	3887899
728635	DHRS4L1	chr14	24505710	24520174
728780	ANKDD1B	chr5	74907460	74966862
729238	SFTPA2	chr10	81316968	81319263
729359	PLIN4	chr19	4504474	4518284
729440	CCDC61	chr19	46506265	46521642
729665	CCDC175	chr14	59971960	60043493
729747	ZNF878	chr19	12154623	12157686
729857	RGPD2	chr2	88071686	88292332
729993	SHISA9	chr16	12995799	13329263
730005	SEC14L6	chr22	30920987	30942678
730159	TEX50	chr1	173572168	173606172
731220	RFX8	chr2	102014013	102091211
751071	CSKMT	chr11	62432983	62434520
100129094	BTNL10	chr1	228696350	228699658
100129669	IZUMO3	chr9	24543230	24545647
100130370	LOC100130370	chr17	79353521	79359814
100130827	SBK3	chr19	56052216	56056909
100130967	C6orf99	chr6	159291223	159339019
100131827	ZNF717	chr3	75786032	75834159
100134391	LOC100134391	chr17	71739167	71752064
100141515	C17orf99	chr17	76142173	76162124
100170765	ERICH4	chr19	41949075	41950126
100271927	RASA4B	chr7	102124042	102158157
100288814	CLDN34	chrX	9929427	9936039
100289187	TMEM225B	chr7	99202009	99208185
100289678	ZNF783	chr7	148963426	148979431
100500938	CCDC179	chr11	22869001	22881967
100505679	UBE2Q2L	chr15	84841254	84854268
100506049	LRRC72	chr7	16566578	16621111
100506564	THEGL	chr4	57396843	57469486
100506736	SLFN12L	chr17	33801945	33849398
100507055	LRCOL1	chr12	133180678	133182939
100507096	GIMD1	chr4	107279343	107289933
100507588	TGFBR3L	chr19	7981153	7983971
100652824	KIAA2012	chr2	202938351	203067287
100996842	LOC100996842	chr17	7485530	7486623
101929926	TEX51	chr2	127656495	127658980
102723475	KCNE1B	chr21	35821546	35821983
105372977	LOC105372977	chr22	27584365	27585107
105376731	LOC105376731	chr15	75519125	75521924
19	ABCA1	chr9	107546599	107665960
31	ACACA	chr17	35444254	35696803
143	PARP4	chr13	24995260	25087116
160	AP2A1	chr19	50270391	50310012
202	CRYBG1	chr6	106808784	107016438
273	AMPH	chr7	38424422	38670951
327	APEH	chr3	49710575	49720772
407	ARR3	chrX	69489693	69501613
408	ARRB1	chr11	74977210	74998419
434	ASIP	chr20	32848172	32856970
466	ATF1	chr12	51173923	51213559
489	ATP2A3	chr17	3828675	3867585
525	ATP6V1B1	chr2	71163085	71192248
550	AUP1	chr2	74754067	74756848
567	B2M	chr15	45003745	45007919
575	ADGRB1	chr8	143545560	143625775
602	BCL3	chr19	45246074	45262869
622	BDH1	chr3	197238769	197283206
673	BRAF	chr7	140426170	140550012
696	BTN1A1	chr6	26500344	26509399
726	CAPN5	chr11	76784099	76834913
747	DAGLA	chr11	61487628	61511958
752	FMNL1	chr17	43299492	43324334
763	CA5A	chr16	87921738	87970056
801	CALM1	chr13	91053512	91056767
829	CAPZA1	chr1	113162467	113212751
875	CBS	chr21	44473993	44492303
911	CD1C	chr1	158259855	158263393
922	CD5L	chr1	157802980	157805952
971	CD72	chr9	35610150	35618808
997	CDC34	chr19	531932	541549
1003	CDH5	chr16	66413241	66437069
1088	CEACAM8	chr19	43087401	43098980
1089	CEACAM4	chr19	42123579	42133331
1152	CKB	chr14	103986204	103988830
1159	CKMT1B	chr15	43886417	43891468
1191	CLU	chr8	27455976	27472298
1280	COL2A1	chr12	48367193	48399512
1297	COL9A1	chr6	70926603	71011776
1298	COL9A2	chr1	40766857	40782869
1303	COL12A1	chr6	75794909	75912508
1310	COL19A1	chr6	70576855	70916975
1318	SLC31A2	chr9	115918279	115925194
1411	CRYBA1	chr17	27574597	27581364
1413	CRYBA4	chr22	27018549	27026448
1417	CRYBB3	chr22	25595729	25603176
1419	CRYGB	chr2	209007365	209010740
1453	CSNK1D	chr17	80197855	80231257
1511	CTSG	chr14	25042846	25045429
1537	CYC1	chr8	145150003	145152412
1565	CYP2D6	chr22	42521905	42526793
1602	DACH1	chr13	72049274	72440907
1606	DGKA	chr12	56330207	56347549
1627	DBN1	chr5	176884437	176900522
1663	DDX11	chr12	31231119	31256964
1667	DEFA1	chr8	6835295	6836168
1668	DEFA3	chr8	6873515	6874384
1731	SEPT1	chr16	30389607	30394125
1761	DMRT1	chr9	841839	968173
1767	DNAH5	chr5	13692096	14011921
1770	DNAH9	chr17	11501816	11872841
1795	DOCK3	chr3	50816105	51418987
1798	DPAGT1	chr11	118967711	118972365
1807	DPYS	chr8	105393429	105479148
1844	DUSP2	chr2	96809565	96811093
1857	DVL3	chr3	183873424	183888540
1859	DYRK1A	chr21	38844985	38884831
1911	PHC1	chr12	9070274	9092052
1943	EFNA2	chr19	1284381	1299941
1948	EFNB2	chr13	107145391	107187312
1953	MEGF6	chr1	3407095	3540975
2021	ENDOG	chr9	131580697	131584886
2034	EPAS1	chr2	46552951	46611796
2047	EPHB1	chr3	134514474	134977959
2050	EPHB4	chr7	100401086	100424652
2054	STX2	chr12	131276417	131318536
2059	EPS8	chr12	15774254	15835906
2072	ERCC4	chr16	14014023	14042201
2081	ERN1	chr17	62121351	62206823
2103	ESRRB	chr14	76842745	76966565
2124	EVI2B	chr17	29631284	29632648
2165	F13B	chr1	197009432	197036353
2186	BPTF	chr17	65821841	65972075
2195	FAT1	chr4	187509749	187630981
2287	FKBP3	chr14	45585404	45603659
2324	FLT4	chr5	180030195	180076545
2346	FOLH1	chr11	49168311	49229961
2355	FOSL2	chr2	28616588	28635312
2530	FUT8	chr14	66028282	66209125
2543	GAGE1	chrX	49364778	49368398
2549	GAB1	chr4	144258342	144390339
2623	GATA1	chrX	48649517	48652568
2648	KAT2A	chr17	40265670	40273322
2653	GCSH	chr1	81548554	81561963
2710	GK	chrX	30671655	30745671
2736	GLI2	chr2	121554897	121748248
2740	GLP1R	chr6	39016617	39053846
2778	GNAS	chr20	57415162	57485881
2803	GOLGA4	chr3	37285042	37396678
2842	GPR19	chr12	12814138	12815433
2865	FFAR3	chr19	35849328	35850830
2963	GTF2F2	chr13	45694791	45857693
3017	HIST1H2BD	chr6	26158326	26158775
3050	HBZ	chr16	202891	204396
3054	HCFC1	chrX	153215003	153236291
3062	HCRTR2	chr6	55039386	55147249
3096	HIVEP1	chr6	12020585	12164691
3127	HLA-DRB5	chr6	32485575	32498001
3133	HLA-E	chr6	30457309	30460355
3135	HLA-G	chr6	29795613	29797708
3150	HMGN1	chr15	39635003	39640540
3216	HOXB6	chr17	46673778	46681190
3268	AGFG2	chr7	100136970	100162611
3297	HSF1	chr8	145515440	145537990
3371	TNC	chr9	117783439	117853297
3516	RBPJ	chr4	26165160	26432626
3543	IGLL1	chr22	23915456	23922377
3581	IL9R	chrX	57214350	57223359
3597	IL13RA1	chrX	117860932	117925814
3624	INHBA	chr7	41729251	41745071
3636	INPPL1	chr11	71936029	71949394
3646	EIF3E	chr8	109215155	109261015
3682	ITGAE	chr17	3618144	3704489
3699	ITIH3	chr3	52828820	52842694
3709	ITPR2	chr12	26492333	26985714
3728	JUP	chr17	39911999	39928112
3748	KCNC3	chr19	50818114	50832339
3765	KCNJ9	chr1	160053650	160057604
3780	KCNN1	chr19	18077959	18109212
3785	KCNQ2	chr20	62038000	62103816
3833	KIFC1	chr6	33365803	33377464
3841	KPNA5	chr6	117002655	117053483
3845	KRAS	chr12	25362732	25404391
3866	KRT15	chr17	39670278	39675079
3906	LALBA	chr12	48961743	48963821
3911	LAMA5	chr20	60884395	60942301
3912	LAMB1	chr7	107564399	107642287
3980	LIG3	chr17	33310022	33331522
3995	FADS3	chr11	61641289	61659681
3996	LLGL1	chr17	18128997	18147360
4035	LRP1	chr12	57522748	57606335
4037	LRP3	chr19	33685692	33698478
4066	LYL1	chr19	13210136	13212726
4071	TM4SF1	chr3	149087565	149095334
4101	MAGEA2	chrX	151918946	151919887
4121	MAN1A1	chr6	119500987	119670452
4130	MAP1A	chr15	43803187	43822419
4135	MAP6	chr11	75298107	75379414
4137	MAPT	chr17	44039704	44101534
4155	MBP	chr18	74692386	74845094
4163	MCC	chr5	112363002	112824111
4211	MEIS1	chr2	66664028	66798658
4217	MAP3K5	chr6	136878899	137113878
4218	RAB8A	chr19	16222712	16243111
4224	MEP1A	chr6	46761136	46806870
4241	MELTF	chr3	196730773	196756573
4250	SCGB2A2	chr11	62037689	62040464
4294	MAP3K10	chr19	40697939	40721196
4298	MLLT1	chr19	6213056	6272357
4335	MNT	chr17	2290198	2304006
4352	MPL	chr1	43803520	43818440
4363	ABCC1	chr16	16043609	16235135
4478	MSN	chrX	64808838	64959752
4485	MST1	chr3	49721464	49726124
4493	MT1E	chr4	57492631	57493134
4542	MYO1F	chr19	8586415	8620680
4597	MVD	chr16	88718936	88729488
4616	GADD45B	chr19	2476357	2477596
4649	MYO9A	chr15	72118924	72338904
4685	NCAM2	chr21	22370882	22910275
4706	NDUFAB1	chr16	23593608	23607611
4763	NF1	chr17	29422328	29701170
4801	NFYB	chr12	104514178	104522295
4803	NGF	chr1	115828694	115836370
4808	NHLH2	chr1	116380589	116381743
4832	NME3	chr16	1820653	1821535
4836	NMT1	chr17	43138698	43182370
4849	CNOT3	chr19	54646854	54659142
4862	NPAS2	chr2	101437489	101612041
4901	NRL	chr14	24550448	24563955
4909	NTF4	chr19	49564625	49565266
4929	NR4A2	chr2	157182259	157186698
4940	OAS3	chr12	113376336	113407560
4992	OR1F1	chr16	3254235	3255182
4995	OR3A2	chr17	3181267	3182229
4999	ORC2	chr2	201776027	201822846
5023	P2RX1	chr17	3801111	3819519
5048	PAFAH1B1	chr17	2516486	2585093
5071	PRKN	chr6	161771134	162899341
5078	PAX4	chr7	127251121	127255586
5129	CDK18	chr1	205492272	205499841
5148	PDE6G	chr17	79618107	79623613
5154	PDGFA	chr7	540084	560105
5195	PEX14	chr1	10555328	10690041
5196	PF4	chr4	74846924	74847670
5203	PFDN4	chr20	52830887	52835686
5216	PFN1	chr17	4849198	4851689
5229	PGGT1B	chr5	114548102	114598548
5253	PHF2	chr9	96339056	96439955
5283	PIGH	chr14	68056800	68066920
5293	PIK3CD	chr1	9770514	9787101
5300	PIN1	chr19	9946021	9959872
5335	PLCG1	chr20	39766282	39802952
5359	PLSCR1	chr3	146233835	146251335
5361	PLXNA1	chr3	126707383	126752857
5362	PLXNA2	chr1	208200591	208391312
5372	PMM1	chr22	41973325	41985809
5423	POLB	chr8	42196143	42229172
5426	POLE	chr12	133201286	133263901
5439	POLR2J	chr7	102114649	102119307
5442	POLRMT	chr19	617277	633557
5450	POU2AF1	chr11	111224989	111248574
5493	PPL	chr16	4933388	4987046
5494	PPM1A	chr14	60712566	60758178
5546	PRCC	chr1	156737564	156770249
5585	PKN1	chr19	14545410	14582593
5598	MAPK7	chr17	19282214	19286541
5605	MAP2K2	chr19	4090599	4123872
5611	DNAJC3	chr13	96329510	96443281
5630	PRPH	chr12	49688984	49692133
5644	PRSS1	chr7	142448431	142460868
5651	TMPRSS15	chr21	19642289	19775939
5702	PSMC3	chr11	47440389	47447830
5725	PTBP1	chr19	803561	810823
5738	PTGFRN	chr1	117452826	117529586
5775	PTPN4	chr2	120567430	120734643
5783	PTPN13	chr4	87556410	87735701
5793	PTPRG	chr3	61547962	62278979
5858	PZP	chr12	9302119	9360937
5889	RAD51C	chr17	56770005	56811580
5899	RALB	chr2	121036187	121050833
5901	RAN	chr6	131193976	131196982
5903	RANBP2	chr2	109336063	109400354
5913	RAPSN	chr11	47459341	47470516
5918	RARRES1	chr3	158415470	158450642
5926	ARID4A	chr14	58768298	58838704
5937	RBMS1	chr2	161132151	161349874
5939	RBMS2	chr12	56915808	56983267
5989	RFX1	chr19	14073510	14104655
6098	ROS1	chr6	117609658	117746819
6101	RP1	chr8	55533515	55542910
6123	RPL3L	chr16	1994841	2004149
6150	MRPL23	chr11	1972130	2033611
6197	RPS6KA3	chrX	20173519	20284750
6276	S100A5	chr1	153509775	153513945
6303	SAT1	chrX	23801469	23803970
6305	SBF1	chr22	50885574	50913269
6335	SCN9A	chr2	167055185	167168266
6344	SCTR	chr2	120197696	120281802
6361	CCL17	chr16	57447782	57449770
6366	CCL21	chr9	34709394	34710063
6388	SDF2	chr17	26976010	26988894
6418	SET	chr3	128402739	128412963
6451	SH3BGRL	chrX	80457700	80533910
6456	SH3GL2	chr9	17579241	17795738
6497	SKI	chr1	2160206	2238201
6505	SLC1A1	chr9	4490680	4585555
6524	SLC5A2	chr16	31494437	31501853
6527	SLC5A4	chr22	32614504	32662338
6534	SLC6A7	chr5	149569648	149589175
6541	SLC7A1	chr13	30088620	30110325
6568	SLC17A1	chr6	25783278	25832321
6578	SLCO2A1	chr3	133653560	133748646
6580	SLC22A1	chr6	160542968	160579879
6606	SMN1	chr5	70220931	70247815
6611	SMS	chr1	22267318	22319251
6650	CAPN15	chr16	590190	603513
6668	SP2	chr17	45973517	46006428
6674	SPAG1	chr8	101170112	101253247
6687	SPG7	chr16	89574826	89623498
6712	SPTBN2	chr11	66453345	66488711
6714	SRC	chr20	36012557	36031779
6723	SRM	chr1	11115019	11120000
6746	SSR2	chr1	155979334	155990735
6749	SSRP1	chr11	57093884	57102997
6764	ST5	chr11	8717008	8788248
6772	STAT1	chr2	191839556	191874729
6773	STAT2	chr12	56737176	56750355
6789	STK4	chr20	43595210	43703814
6801	STRN	chr2	37076602	37193606
6873	TAF2	chr8	120744167	120844804
6899	TBX1	chr22	19747017	19766927
6900	CNTN2	chr1	205022314	205043003
6913	TBX15	chr1	119427358	119530418
6919	TCEA2	chr20	62694666	62703375
6920	TCEA3	chr1	23707971	23751126
6953	TCP10	chr6	167771526	167797950
7013	TERF1	chr8	73921122	73958369
7014	TERF2	chr16	69390804	69419874
7021	TFAP2B	chr6	50786549	50811102
7027	TFDP1	chr13	114265311	114294579
