entrez	length_RefSeq	domains_InterPro	duplicability	ohnolog	essentiality_percentage	expressed_tissues_rnaseq	expressed_tissues_protein	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	multiDomain	ppin_hub	ppin_central	old	metazoans	vertebrates	mammalsPrimates	essentiality_oneCellLine	rnaseq_never	rnaseq_selective	rnaseq_middle	rnaseq_ubiquitous	protein_low	protein_high
23637	1069	6	0	1	2.35294117647059	43	44	42	7695.37918739014	0.0487804878048781	1	47	1	1	0	1	0	0	0	1	0	0	0	1	0	1
23648	388	2	1	1	1.13636363636364	43	36	34	15030.589904972	0.115864527629234	3	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0
25766	892	5	0	1	3.97727272727273	41	42	11	313.221335814508	0.0545454545454545	8	2	1	0	0	1	0	0	0	1	0	0	0	1	0	1
25788	910	5	0	0	0	31	39	38	6196.53004285245	0.0341394025604552	3	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0
25832	2819	3	1	0	36	43	40	1	0	0	3	17	1	0	0	0	0	0	1	1	0	0	0	1	0	0
25854	482	2	0	1	0	41	37	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0
25970	756	9	0	1	0	43	36	19	24356.6844551337	0.228070175438597	1	10	1	0	1	0	1	0	0	0	0	0	0	1	0	0
25999	547	5	0	1	3.97727272727273	38	36	9	141.049537037102	0.277777777777778	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0
26034	438	2	0	0	0.675675675675676	23	39	6	80.8059620926077	0	3	45	1	0	0	0	0	0	1	1	0	0	1	0	0	0
26088	639	8	0	1	2.7027027027027	43	40	71	35620.0668557748	0.0668008048289738	2	15	1	1	1	1	0	0	0	1	0	0	0	1	0	0
26095	420	5	1	0	2.32558139534884	6	43	8	236.926030863898	0.142857142857143	3	14	1	0	0	1	0	0	0	1	0	1	0	0	0	1
26140	915	2	0	1	0	43	43	13	166.749721382344	0.307692307692308	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1
26149	1059	4	1	1	2.38095238095238	33	36	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0
26230	1701	9	0	1	0	20	44	10	140.053759831597	0.0666666666666667	3	9	1	0	0	1	0	0	0	0	0	0	1	0	0	1
26231	223	3	0	0	0	13	36	5	113.472769525718	0	3	14	1	0	0	1	0	0	0	0	0	0	1	0	0	0
26239	110	2	1	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	0	0	1	0	0	0	0
26248	316	3	0	0	0	0	36	1	0	0	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
26292	103	1	1	0	0.591715976331361	43	42	44	14479.3512347028	0.0422832980972516	1	41	0	1	1	1	0	0	0	1	0	0	0	1	0	1
26470	923	4	0	1	13.5593220338983	34	30	11	1523.6903444317	0	3	14	1	0	0	0	1	0	0	1	0	0	1	0	0	0
26472	147	2	1	0	14.2857142857143	43	43	8	668.239888113299	0.0714285714285714	3	13	1	0	0	0	1	0	0	1	0	0	0	1	0	1
26609	206	1	1	0	0	1	1	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	1	0	0	0	0	0	1	0	0	1	0
26683	312	3	1	0	1.13636363636364	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
26996	338	2	0	0	1.78571428571429	31	36	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0
27005	594	3	0	1	2.25988700564972	43	32	132	35619.7308380658	0.146541753411982	3	5	1	1	1	1	0	0	0	1	0	0	0	1	0	0
27032	973	11	0	1	3.38983050847458	43	44	11	1708.07453995454	0.145454545454545	3	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1
27040	269	1	0	0	0	42	5	41	17350.9825829768	0.224390243902439	15	14	0	1	1	1	0	0	0	0	0	0	0	1	1	0
27101	228	6	1	0	0	43	41	130	47058.095012178	0.0527131782945736	2	17	1	1	1	1	0	0	0	0	0	0	0	1	0	1
27109	215	2	0	0	1.44927536231884	40	40	14	1389.2140253191	0.010989010989011	3	40	1	0	0	0	1	0	0	1	0	0	0	1	0	0
27197	336	2	0	0	0.645161290322581	7	28	16	1555.37428612596	0.0682926829268293	3	34	1	0	0	0	0	1	0	1	0	0	1	0	0	0
27236	373	4	0	1	1.69491525423729	43	36	54	9186.40045537912	0.0524109014675052	3	4	1	1	1	1	0	0	0	1	0	0	0	1	0	0
27246	304	2	0	0	0	42	43	40	26598.3422434621	0.0871794871794872	3	114	1	0	1	1	0	0	0	0	0	0	0	1	0	1
27248	483	2	0	0	0	43	39	34	3279.06999142028	0.117647058823529	9	14	1	0	0	1	0	0	0	0	0	0	0	1	0	0
27293	455	4	0	1	0	23	36	7	79.9667670088572	0	3	9	1	0	0	1	0	0	0	0	0	0	1	0	0	0
27332	1978	9	0	0	1.13636363636364	43	44	124	26111.7947737668	0.218594282717021	3	47	1	1	1	0	0	1	0	1	0	0	0	1	0	1
28227	575	4	1	1	0	24	36	15	931.040939625282	0.123809523809524	4	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0
28966	169	2	0	1	0	42	24	23	3081.59797951255	0.0988142292490119	3	28	1	0	0	0	0	1	0	0	0	0	0	1	0	0
29057	213	1	1	0	0	13	37	5	56.7213879998284	0	3	14	0	0	0	0	0	0	1	0	0	0	1	0	0	0
29087	225	2	0	0	0.574712643678161	43	44	8	279.086421098096	0.142857142857143	3	33	1	0	0	1	0	0	0	1	0	0	0	1	0	1
29796	63	2	1	0	10.8571428571429	43	36	17	1055.96542391052	0.154411764705882	3	10	1	0	0	1	0	0	0	1	0	0	0	1	0	0
29904	725	5	0	0	1.70454545454545	43	22	47	4965.1191862881	0.087881591119334	3	64	1	1	0	1	0	0	0	1	0	0	0	1	0	0
29909	319	2	0	0	15.4838709677419	23	8	16	1555.37428612596	0.0682926829268293	3	2	1	0	0	0	0	1	0	1	0	0	1	0	1	0
30011	690	3	0	1	0	43	18	220	143647.14961487	0.0465753424657534	21	14	1	1	1	1	0	0	0	0	0	0	0	1	0	0
30014	97	1	1	0	9.09090909090909	0	1	5	16378.8000785442	0	3	14	0	0	1	0	0	0	1	1	1	0	0	0	1	0
49861	219	3	0	1	0	1	36	2	71.2754777266264	0	3	14	1	0	0	0	0	1	0	0	0	1	0	0	0	0
50488	1332	5	0	1	0	43	34	30	5607.27571086065	0.0988505747126437	3	97	1	0	0	1	0	0	0	0	0	0	0	1	0	0
50840	317	1	0	0	1.44927536231884	6	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	1	0	1	0	0	0	0
50855	346	5	0	1	0	39	36	67	15462.0589586028	0.0687471732247852	19	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0
51065	84	2	1	1	7.10059171597633	43	36	73	1337.50773293563	0.48972602739726	19	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0
51077	198	4	1	0	65.1515151515152	43	43	62	33636.4877967193	0.0290851401374934	4	27	1	1	1	1	0	0	0	1	0	0	0	1	0	1
51082	133	4	0	0	5.68181818181818	43	36	42	4156.0493902648705	0.175377468060395	2	20	1	1	0	1	0	0	0	1	0	0	0	1	0	0
51088	755	5	1	1	2.82485875706215	43	44	8	93.8069871304986	0.214285714285714	4	16	1	0	0	1	0	0	0	1	0	0	0	1	0	1
51102	408	3	0	0	20.8955223880597	43	44	12	2737.69478416351	0.0757575757575758	3	4	1	0	0	1	0	0	0	1	0	0	0	1	0	1
51179	364	5	0	1	0.564971751412429	2	36	25	2126.6419718703	0.03	1	14	1	0	0	1	0	0	0	1	0	1	0	0	0	0
51194	1015	3	0	0	22.2857142857143	43	37	69	16604.3440042948	0.0664961636828644	3	9	1	1	1	1	0	0	0	1	0	0	0	1	0	0
51207	291	8	0	1	11.1111111111111	5	36	79	18126.3893032122	0.026614735475495	3	14	1	1	1	1	0	0	0	1	0	1	0	0	0	0
51224	753	4	1	0	0	1	29	16	702.276557325161	0.0916666666666667	21	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
51257	246	2	0	0	0	43	44	13	5386.67792982771	0.0641025641025641	3	15	1	0	0	1	0	0	0	0	0	0	0	1	0	1
51281	1030	3	0	0	3.97727272727273	43	29	16	1555.37428612596	0.0682926829268293	3	60	1	0	0	0	1	0	0	1	0	0	0	1	0	0
51321	360	2	1	0	2.82485875706215	43	39	17	2989.51747777975	0	3	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0
51351	483	3	1	1	4.76190476190476	41	36	1	0	0	3	104	1	0	0	1	0	0	0	1	0	0	0	1	0	0
51360	519	3	0	0	19.0751445086705	42	42	5	41.5715677974181	0.2	3	8	1	0	0	1	0	0	0	1	0	0	0	1	0	1
51372	64	1	1	0	4.34782608695652	43	36	4	337.258063320662	0	3	14	0	0	0	0	1	0	0	1	0	0	0	1	0	0
51389	243	4	1	0	0	43	44	6	265.403066304891	0.2	3	37	1	0	0	1	0	0	0	0	0	0	0	1	0	1
51397	202	2	0	0	10.1449275362319	43	36	25	903.021732601164	0.353333333333333	13	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0
51427	852	3	1	1	0	39	36	5	310.027306950748	0	3	117	1	0	0	1	0	0	0	0	0	0	0	1	0	0
51447	426	2	0	1	1.15606936416185	43	41	14	4165.1771561103	0.120879120879121	1	11	1	0	0	1	0	0	0	1	0	0	0	1	0	1
51451	334	3	0	0	5.68181818181818	43	39	11	231.171513160284	0.145454545454545	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
51455	1287	9	0	0	0.689655172413793	43	43	24	2084.46200465098	0.206521739130435	11	9	1	0	0	1	0	0	0	1	0	0	0	1	0	1
51463	455	3	1	0	1.53846153846154	13	36	17	1482.29516492609	0.0220588235294118	3	14	1	0	0	1	0	0	0	1	0	0	1	0	0	0
51481	186	1	1	0	0	1	1	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	1	0	0	0	0	0	1	0	0	1	0
51569	103	2	0	0	6.89655172413793	43	43	82	15401.9084888843	0.0737729599518217	3	51	1	1	1	1	0	0	0	1	0	0	0	1	0	1
51622	482	1	1	0	1.42857142857143	43	44	11	647.702999127921	0.0181818181818182	3	2	0	0	0	1	0	0	0	1	0	0	0	1	0	1
51741	414	4	0	0	5.79710144927536	42	41	258	141078.326725526	0.0453051005942147	6	14	1	1	1	1	0	0	0	1	0	0	0	1	0	1
51773	1441	7	0	0	2.82485875706215	43	43	16	246.387603506043	0.158333333333333	4	36	1	0	0	0	1	0	0	1	0	0	0	1	0	1
53826	95	1	1	0	1.44927536231884	43	36	16	2966.13926826843	0.025	3	14	0	0	0	0	0	1	0	1	0	0	0	1	0	0
53829	354	3	0	0	0	24	6	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0
53836	358	3	0	0	0.588235294117647	10	36	1	0	0	3	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0
53916	213	4	1	1	0.574712643678161	43	36	19	481.667356738715	0.0467836257309941	2	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0
54059	167	3	0	0	19.1860465116279	43	41	68	19554.7134447692	0.019315188762072	3	14	1	1	1	1	0	0	0	1	0	0	0	1	0	1
54065	58	2	1	0	3.52941176470588	42	36	3	410.271694372814	0	3	3	1	0	0	0	0	1	0	1	0	0	0	1	0	0
54084	669	4	0	0	0	4	1	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	0	0	1	0	0	1	0
54145	126	3	1	0	1.13636363636364	12	44	7	42.4014296553239	0.0952380952380952	3	14	1	0	0	1	0	0	0	1	0	0	1	0	0	1
54458	148	0	1	0	22.2222222222222	43	24	23	4450.54806021624	0.0869565217391304	3	66	0	0	0	0	0	0	1	1	0	0	0	1	0	0
54463	497	1	0	1	1.69491525423729	42	36	18	3208.92390990465	0.0784313725490196	3	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0
54470	300	1	1	0	2.27272727272727	43	39	16	1555.37428612596	0.0682926829268293	3	23	0	0	0	0	0	0	1	1	0	0	0	1	0	0
54476	923	2	0	0	8	43	43	22	4758.94928180912	0.125541125541126	3	50	1	0	0	1	0	0	0	1	0	0	0	1	0	1
54544	99	1	0	0	1.44927536231884	4	36	22	2256.44125960315	0.173160173160173	3	14	0	0	0	1	0	0	0	1	0	1	0	0	0	0
54658	533	2	0	0	0.606060606060606	6	36	5	16323.3731263428	0	3	14	1	0	1	1	0	0	0	1	0	1	0	0	0	0
54659	534	2	0	0	0	40	36	1	0	0	3	14	1	0	0	1	0	0	0	0	0	0	0	1	0	0
54700	651	1	1	0	17.687074829932	43	43	22	1077.18295667542	0.233766233766234	6	31	0	0	0	1	0	0	0	1	0	0	0	1	0	1
54754	756	2	1	0	0	1	36	3	176.012770168768	0	3	14	1	0	0	0	0	0	1	0	0	1	0	0	0	0
54788	409	4	1	1	0.680272108843537	43	38	13	524.594489920235	0.205128205128205	3	4	1	0	0	1	0	0	0	1	0	0	0	1	0	0
54812	936	1	0	0	0	43	40	14	487.261575689574	0.230769230769231	3	9	0	0	0	0	1	0	0	0	0	0	0	1	0	0
54829	379	6	0	1	0	38	2	16	1555.37428612596	0.0682926829268293	3	3	1	0	0	1	0	0	0	0	0	0	0	1	1	0
54859	266	1	0	0	39.873417721519	43	36	29	2993.00478991961	0.155172413793103	1	26	0	0	0	1	0	0	0	1	0	0	0	1	0	0
54946	507	2	0	1	0	43	43	9	4997.54553857385	0	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1
54947	544	4	0	1	3.38983050847458	41	30	5	889.113423428878	0	3	4	1	0	0	1	0	0	0	1	0	0	0	1	0	0
54953	454	1	0	0	6.25	43	41	6	424.967064819613	0.133333333333333	3	16	0	0	0	1	0	0	0	1	0	0	0	1	0	1
55025	211	3	0	0	1.13636363636364	40	36	1	0	0	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
55061	490	2	0	0	1.44927536231884	26	26	46	7584.6385729133	0.00579710144927536	3	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0
55075	1416	5	0	1	0	41	28	42	10528.4455496349	0.0371660859465738	3	14	1	1	1	1	0	0	0	0	0	0	0	1	0	0
55114	881	4	0	1	1.14285714285714	43	39	50	29013.8528627039	0.114285714285714	3	5	1	1	1	1	0	0	0	1	0	0	0	1	0	0
55118	661	4	0	0	0	26	20	19	1388.3846916701	0.0116959064327485	3	14	1	0	0	1	0	0	0	0	0	0	1	0	0	0
55152	543	3	0	0	0.564971751412429	43	44	7	492.218490345726	0.0952380952380952	3	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1
55179	213	2	0	0	1.12994350282486	42	41	3	14.3509722352832	0	3	4	1	0	0	0	1	0	0	1	0	0	0	1	0	1
55208	259	4	1	1	0	43	36	15	537.589406959176	0.59047619047619	10	24	1	0	0	1	0	0	0	0	0	0	0	1	0	0
55246	208	2	1	0	0	43	41	13	2652.14453905052	0.0641025641025641	3	15	1	0	0	1	0	0	0	0	0	0	0	1	0	1
55344	323	3	1	0	0.714285714285714	43	38	2	29.017214119805	0	3	52	1	0	0	1	0	0	0	1	0	0	0	1	0	0
55486	379	2	1	0	2.89855072463768	43	36	11	453.327578732182	0	1	17	1	0	0	1	0	0	0	1	0	0	0	1	0	0
55521	728	13	0	1	0	16	36	18	875.405957040093	0.0457516339869281	4	18	1	0	0	1	0	0	0	0	0	0	1	0	0	0
55578	811	1	0	0	7.38636363636364	43	43	25	1813.49489754117	0.266666666666667	2	2	0	0	0	0	1	0	0	1	0	0	0	1	0	1
55626	1301	5	0	0	5.88235294117647	43	35	95	77220.8061382339	0.152295632698768	2	36	1	1	1	1	0	0	0	1	0	0	0	1	0	0
55653	211	1	0	0	5.40540540540541	38	44	11	235.131142275248	0.381818181818182	3	93	0	0	0	0	1	0	0	1	0	0	0	1	0	1
55654	238	1	0	0	5.79710144927536	43	40	1	0	0	8	110	0	0	0	0	1	0	0	1	0	0	0	1	0	0
55665	931	3	0	0	0	43	43	10	109.560843377608	0.488888888888889	3	16	1	0	0	1	0	0	0	0	0	0	0	1	0	1
55672	1214	1	1	0	87.5	40	40	3	359.805256387897	0.333333333333333	3	11	0	0	0	1	0	0	0	1	0	0	0	1	0	0
55695	470	3	1	0	0	43	37	17	476.42513080354	0.0955882352941176	3	4	1	0	0	1	0	0	0	0	0	0	0	1	0	0
55698	1075	7	0	0	3.38983050847458	19	20	33	4831.8375070417	0.0208333333333333	3	10	1	0	0	0	1	0	0	1	0	0	1	0	0	0
55718	708	1	0	0	32.5581395348837	43	44	52	11018.1666588175	0.175716440422323	3	18	0	1	1	1	0	0	0	1	0	0	0	1	0	1
55740	591	5	0	0	0.564971751412429	41	44	58	20244.9692076932	0.102238354506957	4	90	1	1	1	1	0	0	0	1	0	0	0	1	0	1
55741	578	3	0	0	0	43	43	46	12202.3259991007	0.0280193236714976	3	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1
55762	531	4	1	1	0.675675675675676	40	36	2	4.22627762938085	0	1	87	1	0	0	1	0	0	0	1	0	0	0	1	0	0
55763	894	2	0	0	22.8571428571429	43	41	100	25024.2000254291	0.0919191919191919	5	14	1	1	1	1	0	0	0	1	0	0	0	1	0	1
55769	516	2	0	1	0.680272108843537	43	44	3	10.4816497395327	0.333333333333333	3	50	1	0	0	1	0	0	0	1	0	0	0	1	0	1
55786	632	3	0	0	0	40	29	2	1.83463950665805	0	3	40	1	0	0	1	0	0	0	0	0	0	0	1	0	0
55871	395	4	1	0	85.7142857142857	41	41	76	26080.2849715873	0.0221052631578947	3	18	1	1	1	1	0	0	0	1	0	0	0	1	0	1
55889	693	1	1	0	4.65116279069767	1	1	16	1555.37428612596	0.0682926829268293	3	2	0	0	0	0	0	0	1	1	0	1	0	0	1	0
55894	67	1	1	0	8.52713178294574	1	36	1	0	0	5	14	0	0	0	0	0	0	1	1	0	1	0	0	0	0
55900	443	4	1	0	0	43	36	13	977.012267862624	0.0256410256410256	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0
55914	1419	6	0	1	19.0751445086705	43	29	106	111032.583016323	0.0422282120395328	4	41	1	1	1	1	0	0	0	1	0	0	0	1	0	0
55929	467	3	0	0	34.5029239766082	43	30	65	5807.94165636929	0.198557692307692	19	2	1	1	0	1	0	0	0	1	0	0	0	1	0	0
55975	586	7	0	0	0.564971751412429	43	39	20	1798.24348859068	0.105263157894737	3	52	1	0	0	1	0	0	0	1	0	0	0	1	0	0
56001	626	12	1	0	1.45985401459854	1	36	62	32072.7970163018	0.0423056583818086	3	14	1	1	1	1	0	0	0	1	0	1	0	0	0	0
56111	962	6	1	0	0	23	36	1	0	0	3	14	1	0	0	1	0	0	0	0	0	0	1	0	0	0
56134	1007	7	0	0	0	9	36	35	4607.5539356121	0.00336134453781513	3	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0
56245	219	1	0	0	0.564971751412429	4	18	16	1555.37428612596	0.0682926829268293	3	22	0	0	0	0	0	1	0	1	0	1	0	0	0	0
56267	454	5	0	1	1.17647058823529	43	43	13	1466.28256849769	0.179487179487179	3	19	1	0	0	1	0	0	0	1	0	0	0	1	0	1
56606	540	5	0	1	0	36	7	1	0	0	3	16	1	0	0	1	0	0	0	0	0	0	1	0	1	0
56624	780	4	0	0	0.675675675675676	7	2	16	1555.37428612596	0.0682926829268293	3	30	1	0	0	1	0	0	0	1	0	0	1	0	1	0
56658	518	10	0	1	13.2947976878613	38	8	79	49507.600153793	0.0399221032132425	3	13	1	1	1	0	0	1	0	1	0	0	0	1	1	0
56683	290	1	0	0	35.0574712643678	43	33	40	14780.7682069779	0.0230769230769231	3	24	0	0	1	1	0	0	0	1	0	0	0	1	0	0
56853	545	3	0	1	10.738255033557	7	4	2	88.2233831425733	0	3	15	1	0	0	1	0	0	0	1	0	0	1	0	1	0
56894	376	2	0	1	1.26582278481013	43	36	25	7809.12425209186	0.133333333333333	3	11	1	0	0	1	0	0	0	1	0	0	0	1	0	0
56917	421	4	1	1	4.59770114942529	38	22	2	0	1	3	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0
56924	681	7	0	1	2.7027027027027	27	8	24	2920.6858118147	0.228260869565217	1	32	1	0	0	1	0	0	0	1	0	0	1	0	1	0
56956	397	4	0	1	1.41843971631206	1	36	11	421.416510885463	0.109090909090909	3	10	1	0	0	1	0	0	0	1	0	1	0	0	0	0
56981	1177	1	0	0	0	41	44	16	1555.37428612596	0.0682926829268293	3	6	0	0	0	0	0	1	0	0	0	0	0	1	0	1
56995	1543	8	0	0	1.44927536231884	40	43	7	207.129610733078	0.476190476190476	3	30	1	0	0	0	1	0	0	1	0	0	0	1	0	1
56997	647	4	0	1	0.564971751412429	43	36	38	6982.78629068291	0.142247510668563	3	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0
57054	438	6	1	0	0	0	1	1	0	0	3	14	1	0	0	1	0	0	0	0	1	0	0	0	1	0
57055	558	6	1	0	0	0	1	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	0	1	0	0	0	1	0
57185	406	1	0	1	0	43	43	3	157.22055693293	0	3	25	0	0	0	1	0	0	0	0	0	0	0	1	0	1
57211	1250	8	0	1	0	35	13	1	0	0	3	4	1	0	0	1	0	0	0	0	0	0	1	0	0	0
57222	290	2	0	0	0.564971751412429	43	44	29	4206.57524702535	0.0640394088669951	3	91	1	0	0	1	0	0	0	1	0	0	0	1	0	1
57413	347	2	0	0	0	40	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	0	0	1	0	0	0	0	1	0	0
57469	635	1	0	0	2.89855072463768	17	20	1	0	0	3	53	0	0	0	1	0	0	0	1	0	0	1	0	0	0
57480	1444	3	0	1	6.25	39	44	15	292.384632440767	0.342857142857143	3	2	1	0	0	1	0	0	0	1	0	0	0	1	0	1
57488	893	7	0	1	0	43	34	25	4146.56021431984	0.07	3	65	1	0	0	1	0	0	0	0	0	0	0	1	0	0
57489	636	2	0	0	0.595238095238095	43	40	17	4095.96951067239	0.102941176470588	3	35	1	0	0	0	0	1	0	1	0	0	0	1	0	0
57509	1270	1	0	1	2.02702702702703	41	36	19	1011.97748798804	0.0350877192982456	3	43	0	0	0	0	0	1	0	1	0	0	0	1	0	0
57521	1335	9	0	0	36.7816091954023	42	43	125	40564.242441525	0.095741935483871	20	5	1	1	1	1	0	0	0	1	0	0	0	1	0	1
57615	531	4	1	0	21.4285714285714	2	36	16	1555.37428612596	0.0682926829268293	1	4	1	0	0	1	0	0	0	1	0	1	0	0	0	0
57649	1004	11	0	0	15.3409090909091	43	44	35	2507.9667798577	0.164705882352941	3	123	1	0	0	1	0	0	0	1	0	0	0	1	0	1
57688	1215	1	1	1	0	42	36	2	12.7237802417776	0	3	36	0	0	0	0	1	0	0	0	0	0	0	1	0	0
57705	3184	9	0	0	1.44927536231884	20	44	1	0	0	3	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1
57730	1353	4	1	0	0	28	36	2	24.8299446968945	0	3	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0
57786	714	4	0	0	2.02702702702703	43	36	10	164.072212084879	0.111111111111111	1	5	1	0	0	1	0	0	0	1	0	0	0	1	0	0
57822	626	2	0	1	0	11	34	6	1102.51610250068	0.0666666666666667	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
58487	354	1	0	0	5.76923076923077	43	29	22	17717.5908557405	0.103896103896104	1	82	0	0	1	0	1	0	0	1	0	0	0	1	0	0
58493	104	1	1	0	1.18343195266272	42	40	12	1317.22052211009	0.121212121212121	3	50	0	0	0	0	1	0	0	1	0	0	0	1	0	0
58530	133	1	0	0	0	2	36	16	1555.37428612596	0.0682926829268293	3	7	0	0	0	0	0	0	1	0	0	1	0	0	0	0
59286	73	3	1	0	40.1162790697674	43	36	14	468.831818417984	0.0549450549450549	3	44	1	0	0	1	0	0	0	1	0	0	0	1	0	0
59338	404	2	0	1	0	43	44	17	17941.4782783129	0.110294117647059	1	113	1	0	1	1	0	0	0	0	0	0	0	1	0	1
60436	237	3	0	1	1.69491525423729	42	36	6	162.325767503067	0.2	1	34	1	0	0	1	0	0	0	1	0	0	0	1	0	0
63947	192	2	1	0	3.7037037037037	0	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
64064	517	7	1	1	41.6666666666667	7	1	14	1386.02544204825	0.0879120879120879	3	14	1	0	0	1	0	0	0	1	0	0	1	0	1	0
64093	435	8	0	1	0	30	0	21	4159.49173919268	0.0333333333333333	3	79	1	0	0	0	1	0	0	0	0	0	1	0	1	0
64109	371	3	1	1	0	3	40	3	2.50005116757137	0.333333333333333	2	23	1	0	0	0	0	1	0	0	0	1	0	0	0	0
64115	311	6	0	0	0	43	36	2	5.41577518954379	0	3	34	1	0	0	0	0	1	0	0	0	0	0	1	0	0
64326	731	8	1	0	3.97727272727273	43	36	93	25388.4909802126	0.129266012155213	7	6	1	1	1	1	0	0	0	1	0	0	0	1	0	0
64374	461	2	0	0	2.82485875706215	43	41	22	2764.08671884951	0.0476190476190476	3	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1
64423	1249	9	0	0	0	43	40	32	2227.22573752458	0.308467741935484	3	20	1	0	0	1	0	0	0	0	0	0	0	1	0	0
64663	97	1	1	0	0	1	1	1	0	0	3	14	0	0	0	0	0	0	1	0	0	1	0	0	1	0
64718	683	5	0	0	0	40	22	8	210.876643627988	0	3	27	1	0	0	1	0	0	0	0	0	0	0	1	0	0
64788	567	1	0	0	0	43	36	18	2188.10947650004	0.0065359477124183	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
64799	1027	2	0	0	0	8	36	2	0	1	3	14	1	0	0	1	0	0	0	0	0	0	1	0	0	0
64805	342	3	0	0	0	21	9	57	27084.0420588369	0.0150375939849624	4	14	1	1	1	0	0	1	0	0	0	0	1	0	0	0
64855	746	3	0	0	2.25988700564972	43	36	34	3674.51243289068	0.169340463458111	3	92	1	0	0	0	0	1	0	1	0	0	0	1	0	0
65110	476	5	1	1	4.9382716049382704	43	39	38	11600.3668293727	0.122332859174964	6	17	1	0	1	1	0	0	0	1	0	0	0	1	0	0
66004	116	3	0	0	1.44927536231884	41	36	1	0	0	3	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0
78987	422	9	0	1	6.21468926553672	43	41	22	2204.9410024978	0.0303030303030303	3	2	1	0	0	1	0	0	0	1	0	0	0	1	0	1
79005	230	3	0	0	0.699300699300699	43	34	55	11882.5218979748	0.0538720538720539	3	49	1	1	1	1	0	0	0	1	0	0	0	1	0	0
79008	275	4	1	0	2.22222222222222	13	39	42	2474.00333445421	0.178861788617886	1	14	1	1	0	1	0	0	0	1	0	0	1	0	0	0
79019	180	1	0	0	36.9942196531792	21	21	15	714.50916163448	0.323809523809524	16	62	0	0	0	0	1	0	0	1	0	0	1	0	0	0
79027	526	2	1	0	0	43	42	24	3675.28477784617	0.0289855072463768	1	30	1	0	0	1	0	0	0	0	0	0	0	1	0	1
79037	326	1	1	0	2.89855072463768	16	42	14	456.73896787815403	0.010989010989011	3	7	0	0	0	0	0	0	1	1	0	0	1	0	0	1
79081	263	1	0	0	0.571428571428571	41	32	10	360.697122428744	0.0888888888888889	3	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0
79086	103	3	0	0	8.69565217391304	43	42	1	0	0	3	21	1	0	0	0	1	0	0	1	0	0	0	1	0	1
79092	1004	7	0	1	19.375	17	36	9	802.528166141206	0.0555555555555556	3	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0
79109	522	4	0	0	25.5681818181818	43	40	74	4961.3132416231	0.464272491669752	2	2	1	1	0	0	1	0	0	1	0	0	0	1	0	0
